,Locality,Price,Number of bedrooms,Livable surface,Number of bathrooms,Balcony,Furnished,Surface of living-room,Elevator,Terrace,Surface terrace,Garden,Surface garden,Kitchen equipment_Fully equipped,Kitchen equipment_Not equipped,State of the property_New,State of the property_To be renovated,Type of property_house,Subtype of property_apartment,Subtype of property_villa
7841,3,280700,3.0,141.0,2,0,0,31.0,0,0,0.0,0,448.811002594769,1,0,0,0,1,0,1
7842,3,125000,3.0,150.0,1,0,0,21.0,0,0,0.0,1,200.0,0,0,0,0,1,0,0
7843,3,200000,3.0,170.0,1,0,0,49.79228437093768,0,1,52.0,0,541.1196485185158,0,0,0,0,1,0,0
7844,3,79900,2.0,70.0,1,0,0,20.0,0,1,15.0,1,100.0,1,0,0,1,1,0,0
7845,3,130000,3.0,161.0,1,0,0,30.0,0,0,0.0,0,512.4721377145944,1,0,0,1,1,0,0
7846,3,99000,2.0,133.0,1,0,0,21.0,0,0,0.0,1,364.0,0,0,0,1,1,0,0
7847,3,189999,3.0,94.0,1,0,0,24.0,0,1,50.0,0,299.2073350631793,0,0,0,0,1,0,0
7848,3,230000,5.0,287.0,2,0,0,49.0,0,0,0.0,0,913.5372889694944,0,0,0,0,1,0,0
7849,3,290000,4.0,150.0,1,0,0,36.0,0,0,0.0,1,350.0,0,0,1,0,1,0,1
7850,3,195000,2.0,114.0,1,0,0,33.39012010756998,1,1,22.0,0,362.8684701830047,0,0,0,0,0,0,0
7851,3,130000,2.0,180.0,1,0,0,52.72124227511048,0,0,0.0,0,572.9502160784284,0,0,0,0,1,0,0
7852,3,160000,4.0,215.0,1,0,0,33.0,0,0,0.0,0,684.3572025381229,0,0,0,0,1,0,0
7853,3,99000,3.0,124.0,1,0,0,19.0,0,0,0.0,0,394.69903774291737,0,1,0,1,1,0,0
7854,3,194999,4.0,179.0,2,0,0,52.42834648469321,0,0,0.0,0,569.7671593224372,0,0,0,0,1,0,0
7855,3,125000,3.0,80.0,1,0,0,23.43166323338244,0,0,0.0,1,222.0,0,0,0,0,1,0,0
7856,3,139999,4.0,125.0,1,0,0,15.0,0,1,27.0,1,125.0,0,0,0,0,1,0,0
7857,3,119999,2.0,112.0,1,0,0,13.0,0,1,21.0,1,36.0,0,1,0,0,1,0,0
7858,3,119999,1.0,92.0,1,0,0,33.0,0,1,28.0,1,79.0,0,0,0,0,1,0,0
7859,3,125000,2.0,120.0,1,0,0,30.0,0,0,0.0,0,381.96681071895233,0,0,0,0,1,0,0
7860,3,159000,3.0,100.0,1,0,0,20.0,0,1,10.0,1,318.3056755991269,1,0,0,0,1,0,0
7861,3,129000,4.0,167.0,1,0,0,19.0,0,1,11.0,1,44.0,0,1,0,0,1,0,0
7862,3,119000,2.0,125.0,1,0,0,22.0,0,1,17.0,1,71.0,0,0,0,0,1,0,0
7863,3,165000,2.0,100.0,1,0,0,29.289579041728047,0,0,0.0,0,318.3056755991269,0,0,1,0,0,1,0
7864,3,180000,2.0,92.0,1,0,0,26.946412718389805,1,0,0.0,0,292.8412215511968,0,0,0,0,0,1,0
7865,3,299000,3.0,155.0,1,0,0,45.39884751467847,1,1,12.0,0,493.3737971786467,0,0,0,0,0,1,0
7866,3,299000,4.0,139.0,1,0,0,40.71251486800199,1,1,21.0,0,442.4448890827864,0,0,0,0,0,1,0
7867,3,180000,2.0,91.0,1,0,0,26.65351692797252,0,0,0.0,0,289.6581647952055,0,0,0,0,0,1,0
7868,3,185000,2.0,90.0,1,0,0,26.36062113755524,1,0,0.0,0,286.4751080392142,0,0,0,0,0,1,0
7869,3,180000,2.0,91.0,1,0,0,26.65351692797252,1,0,0.0,0,289.6581647952055,0,0,0,0,0,1,0
7870,3,175000,2.0,74.0,1,0,0,21.674288490878755,1,1,17.0,0,235.5461999433539,0,0,0,0,0,1,0
7871,3,183800,2.0,90.0,1,0,0,26.36062113755524,0,0,0.0,0,286.4751080392142,0,0,0,0,0,1,0
7872,3,290000,5.0,168.0,2,0,0,49.20649279010312,0,0,0.0,0,534.7535350065332,0,0,0,0,1,0,0
7873,3,429000,4.0,150.0,2,0,0,43.93436856259207,0,0,0.0,0,477.4585133986904,0,0,0,0,1,0,0
7874,3,149000,2.0,105.0,1,0,0,30.75405799381445,0,0,0.0,0,334.2209593790833,0,0,0,0,1,0,0
7875,3,245000,2.0,136.0,1,0,0,39.83382749675015,0,1,25.0,1,85.0,0,0,0,0,1,0,0
7876,3,229000,3.0,94.0,1,0,0,31.0,1,1,8.0,0,299.2073350631793,0,0,0,0,0,0,0
7877,3,245000,4.0,229.0,1,0,0,25.0,0,1,12.0,1,188.0,0,0,0,0,1,0,0
7878,3,290000,6.0,165.0,1,0,0,29.0,0,0,0.0,0,525.2043647385594,0,0,0,0,1,0,0
7879,3,229000,4.0,201.0,1,0,0,44.0,0,0,0.0,0,639.7944079542451,0,0,0,0,1,0,0
7880,3,389000,3.0,247.0,1,0,0,28.0,0,0,0.0,0,786.2150187298435,0,0,0,0,1,0,0
7881,3,319000,4.0,215.0,1,0,0,16.0,0,0,0.0,0,684.3572025381229,0,0,0,0,1,0,0
7882,3,150000,2.0,105.0,1,0,0,26.0,0,0,0.0,1,1.0,0,0,0,0,1,0,0
7883,3,239000,2.0,170.0,1,0,0,32.0,0,0,0.0,1,580.0,0,0,0,0,1,0,0
7884,3,315000,5.0,335.0,1,0,0,98.12008978978896,0,1,30.0,0,1066.3240132570752,0,0,0,1,1,0,0
7885,3,221500,2.0,101.0,1,0,0,35.0,0,0,0.0,0,321.4887323551182,0,0,0,0,1,0,0
7886,3,175000,4.0,190.0,1,0,0,23.0,0,0,0.0,0,604.7807836383412,0,0,0,1,1,0,0
7887,3,170000,2.0,95.0,1,0,0,25.0,0,1,8.0,1,100.0,0,0,0,0,1,0,0
7888,3,99900,2.0,90.0,1,0,0,34.0,0,0,0.0,1,100.0,0,1,0,1,1,0,0
7889,3,195000,4.0,170.0,1,0,0,31.0,0,0,0.0,0,541.1196485185158,0,0,0,0,1,0,0
7890,3,149000,2.0,104.0,1,0,0,33.0,0,0,0.0,0,331.037902623092,0,0,0,0,1,0,0
7891,3,260000,4.0,172.0,1,0,0,50.37807595177224,0,0,0.0,0,547.4857620304983,0,0,1,0,1,0,0
7892,3,259000,3.0,130.0,1,0,0,30.0,0,0,0.0,0,413.797378278865,0,0,0,0,1,0,0
7893,3,127000,3.0,94.0,1,0,0,39.0,0,1,15.0,0,299.2073350631793,0,0,0,0,1,0,0
7894,3,185000,3.0,115.0,1,0,0,17.0,0,0,0.0,0,366.051526938996,0,0,1,0,1,0,0
7895,3,198000,3.0,115.0,1,0,0,17.0,0,0,0.0,0,366.051526938996,0,0,1,0,1,0,0
7896,3,198000,3.0,115.0,1,0,0,18.0,0,0,0.0,0,366.051526938996,0,0,1,0,1,0,0
7897,3,245000,4.0,190.0,1,0,0,28.0,0,0,0.0,0,604.7807836383412,0,0,0,0,1,0,0
7898,3,225000,4.0,235.0,2,0,0,68.83051074806092,0,0,0.0,0,748.0183376579482,0,0,1,0,1,0,0
7899,3,309000,3.0,192.0,2,0,0,32.0,0,1,10.0,1,109.0,0,0,0,0,1,0,0
7900,3,288000,3.0,120.0,1,0,0,46.0,0,1,2.0,1,2000.0,0,0,0,0,0,1,0
7901,3,168000,1.0,60.0,1,0,0,28.0,0,0,0.0,0,190.98340535947617,0,0,0,0,0,1,0
7902,3,115000,2.0,70.0,1,0,0,21.0,1,0,0.0,0,222.81397291938885,0,0,0,0,0,1,0
7903,3,258000,2.0,103.0,1,0,0,43.0,0,1,10.0,0,327.8548458671007,0,0,0,0,0,1,0
7904,3,254000,2.0,105.0,1,0,0,43.0,0,1,10.0,0,334.2209593790833,0,0,0,0,0,1,0
7905,3,249900,2.0,103.0,1,0,0,43.0,0,1,10.0,0,327.8548458671007,0,0,0,0,0,1,0
7906,3,309000,3.0,192.0,2,0,0,32.0,0,1,10.0,1,109.0,0,0,0,0,0,1,0
7907,3,214000,2.0,95.0,1,0,0,37.0,1,1,8.0,0,302.3903918191706,0,0,1,0,0,1,0
7908,3,207500,2.0,94.0,1,0,0,35.0,1,1,5.0,0,299.2073350631793,0,0,1,0,0,1,0
7909,3,183000,2.0,82.0,1,0,0,31.0,1,1,5.0,0,261.0106539912841,0,0,1,0,0,1,0
7910,3,180500,2.0,81.0,1,0,0,33.0,1,1,5.0,0,257.8275972352928,0,0,1,0,0,1,0
7911,3,212000,2.0,95.0,1,0,0,27.825100089641644,1,1,8.0,0,302.3903918191706,0,0,1,0,0,1,0
7912,3,209000,2.0,94.0,1,0,0,35.0,1,1,19.0,0,299.2073350631793,0,0,1,0,0,1,0
7913,3,181000,2.0,82.0,1,0,0,31.0,1,1,5.0,0,261.0106539912841,0,0,1,0,0,1,0
7914,3,178500,2.0,81.0,1,0,0,33.0,1,1,5.0,0,257.8275972352928,0,0,1,0,0,1,0
7915,3,216000,3.0,96.0,1,0,0,36.0,1,1,9.0,0,305.5734485751618,0,0,1,0,0,1,0
7916,3,217000,2.0,96.0,1,0,0,28.117995880058928,1,1,31.0,0,305.5734485751618,0,0,1,0,0,1,0
7917,3,85000,3.0,90.0,1,0,0,13.0,0,0,0.0,0,286.4751080392142,0,0,0,1,1,0,0
7918,3,215000,4.0,150.0,1,0,0,30.0,0,0,0.0,1,135.0,0,0,0,0,1,0,0
7919,3,125000,2.0,80.0,1,0,0,23.43166323338244,0,1,9.0,1,70.0,0,1,0,0,1,0,0
7920,3,89000,2.0,100.0,1,0,0,16.0,0,0,0.0,0,318.3056755991269,0,0,0,0,1,0,0
7921,3,285000,3.0,230.0,2,0,0,51.0,0,0,0.0,0,732.1030538779919,0,0,0,0,1,0,0
7922,3,120000,2.0,140.0,1,0,0,41.00541065841927,0,0,0.0,0,445.6279458387777,0,0,1,0,1,0,0
7923,3,495000,6.0,213.0,2,0,0,33.0,0,0,0.0,1,8941.0,0,0,0,0,1,0,1
7924,3,149000,4.0,300.0,2,0,0,24.0,0,1,25.0,1,135.0,0,1,0,1,1,0,0
7925,3,170000,3.0,132.0,1,0,0,38.66224433508102,0,0,0.0,0,420.1634917908476,0,0,1,0,1,0,0
7926,3,190000,3.0,130.0,1,0,0,19.0,0,1,46.0,0,413.797378278865,0,0,0,0,1,0,0
7927,3,119000,3.0,167.0,1,0,0,48.91359699968584,0,0,0.0,0,531.570478250542,0,1,0,0,1,0,0
7928,3,135000,3.0,220.0,1,0,0,35.0,0,1,30.0,0,700.2724863180792,0,0,0,0,1,0,0
7929,3,219900,2.0,101.0,1,0,0,29.58247483214533,0,1,15.0,1,800.0,0,0,1,0,1,0,1
7930,3,99000,2.0,68.0,1,0,0,19.91691374837508,0,0,0.0,0,216.4478594074063,0,0,0,0,0,0,0
7931,3,75000,1.0,70.0,1,0,0,20.50270532920964,0,0,0.0,1,97.0,0,0,0,1,1,0,0
7932,3,140000,3.0,140.0,1,0,0,41.00541065841927,0,0,0.0,0,445.6279458387777,0,0,0,0,1,0,0
7933,3,170000,3.0,132.0,1,0,0,38.66224433508102,0,0,0.0,0,420.1634917908476,0,0,1,0,1,0,0
7934,3,269000,4.0,160.0,1,0,0,46.86332646676488,0,0,0.0,0,509.2890809586031,0,0,0,0,1,0,0
7935,3,135000,1.0,70.0,1,0,0,21.0,0,1,60.0,0,222.81397291938885,0,0,0,0,1,0,0
7936,3,195000,3.0,137.0,1,0,0,25.0,0,1,15.0,0,436.0787755708039,0,0,0,0,1,0,0
7937,3,100000,2.0,110.0,1,0,0,32.21853694590085,0,0,0.0,1,250.0,0,1,0,1,1,0,0
7938,3,149000,3.0,135.0,1,0,0,20.0,0,0,0.0,1,130.0,0,0,0,0,1,0,0
7939,3,145000,4.0,170.0,1,0,0,17.0,0,0,0.0,0,541.1196485185158,0,1,0,0,1,0,0
7940,3,139000,2.0,127.0,1,0,0,14.0,0,0,0.0,0,404.2482080108912,0,0,0,0,1,0,0
7941,3,129900,2.0,118.0,1,0,0,33.0,0,0,0.0,0,375.60069720696976,0,0,0,0,1,0,0
7942,3,134999,3.0,142.0,1,0,0,33.0,0,1,15.0,1,85.0,0,0,0,0,1,0,0
7943,3,269000,5.0,190.0,1,0,0,33.0,0,1,20.0,1,400.0,0,0,0,0,1,0,0
7944,3,318000,3.0,240.0,1,0,0,37.0,0,1,30.0,1,200.0,0,0,0,0,1,0,0
7945,3,235000,3.0,155.0,1,0,0,29.0,0,1,15.0,1,150.0,0,0,0,0,1,0,0
7946,3,119000,2.0,100.0,1,0,0,29.289579041728047,0,0,0.0,1,318.3056755991269,0,1,0,1,1,0,0
7947,3,45000,2.0,60.0,1,0,0,15.0,0,0,0.0,0,190.98340535947617,0,0,0,1,1,0,0
7948,3,150000,3.0,120.0,1,0,0,40.0,0,0,0.0,0,381.96681071895233,0,0,0,0,1,0,0
7949,3,149000,7.0,235.0,1,0,0,53.0,0,0,0.0,0,748.0183376579482,0,0,0,1,1,0,0
7950,3,229000,3.0,175.0,1,0,0,31.0,0,0,0.0,0,557.0349322984721,0,0,0,0,1,0,0
7951,3,49000,2.0,85.0,1,0,0,14.0,0,0,0.0,0,270.5598242592579,0,1,0,1,1,0,0
7952,3,249999,2.0,170.0,1,0,0,49.79228437093768,0,1,20.0,1,100.0,0,0,0,0,1,0,0
7953,3,179900,3.0,150.0,1,0,0,43.93436856259207,0,0,0.0,1,477.4585133986904,1,0,0,0,1,0,0
7954,3,285000,3.0,220.0,1,0,0,70.0,0,1,60.0,1,50.0,0,0,0,0,1,0,0
7955,3,149000,3.0,100.0,1,0,0,32.0,0,1,50.0,0,318.3056755991269,0,0,0,0,1,0,0
7956,3,88000,4.0,167.0,2,0,0,48.91359699968584,0,0,0.0,0,531.570478250542,0,0,1,0,1,0,0
7957,3,169000,3.0,203.0,2,0,0,38.0,0,0,0.0,1,300.0,0,0,0,0,1,0,0
7958,3,79000,2.0,80.0,1,0,0,14.0,0,0,0.0,0,254.64454047930155,0,0,0,1,1,0,0
7959,3,89000,3.0,84.0,1,0,0,22.0,0,0,0.0,0,267.3767675032666,0,1,0,1,1,0,0
7960,3,149999,3.0,122.0,1,0,0,14.0,0,1,6.0,1,174.0,0,0,0,0,1,0,0
7961,3,55000,4.0,202.0,1,0,0,59.16494966429066,0,0,0.0,0,642.9774647102364,0,0,1,0,1,0,0
7962,3,135000,3.0,220.0,1,0,0,35.0,0,1,30.0,0,700.2724863180792,0,0,0,0,1,0,0
7963,3,139000,2.0,133.0,1,0,0,15.0,0,0,0.0,0,423.3465485468388,0,0,0,0,1,0,0
7964,3,95000,2.0,95.0,1,0,0,20.0,0,0,0.0,0,302.3903918191706,1,0,0,0,1,0,0
7965,3,45000,1.0,70.0,1,0,0,20.50270532920964,0,0,0.0,0,222.81397291938885,1,0,0,1,1,0,0
7966,3,119999,2.0,98.0,1,0,0,28.703787460893487,0,1,28.0,1,360.0,0,0,0,0,1,0,0
7967,3,159999,2.0,111.0,1,0,0,12.0,0,1,40.0,1,320.0,0,0,0,0,1,0,0
7968,3,145000,3.0,160.0,1,0,0,44.0,0,0,0.0,0,509.2890809586031,1,0,0,0,1,0,0
7969,3,220000,3.0,149.0,1,0,0,32.0,0,0,0.0,0,474.2754566426991,1,0,0,0,1,0,0
7970,3,119999,3.0,135.0,1,0,0,20.0,0,1,8.0,0,429.71266205882137,0,0,0,0,1,0,0
7971,3,159999,4.0,147.0,1,0,0,16.0,0,1,16.0,0,467.9093431307166,0,0,0,0,1,0,0
7972,3,127000,4.0,102.0,1,0,0,11.0,0,1,8.0,0,324.6717891111095,0,0,1,0,1,0,0
7973,3,212500,2.0,102.0,1,0,0,41.0,0,0,0.0,0,324.6717891111095,0,0,1,0,0,1,0
7974,3,212500,2.0,101.0,1,0,0,41.0,0,0,0.0,0,321.4887323551182,0,0,1,0,0,1,0
7975,3,212500,2.0,104.0,1,0,0,42.0,0,0,0.0,0,331.037902623092,0,0,1,0,0,1,0
7976,3,212500,2.0,102.0,1,0,0,42.0,0,0,0.0,0,324.6717891111095,0,0,1,0,0,1,0
7977,3,250000,2.0,114.0,1,0,0,37.0,0,0,0.0,0,362.8684701830047,0,0,1,0,0,1,0
7978,3,212000,3.0,132.0,2,0,0,38.66224433508102,0,0,0.0,0,420.1634917908476,0,0,1,0,1,0,0
7979,3,207500,2.0,104.0,1,0,0,43.0,0,0,0.0,0,331.037902623092,0,0,1,0,0,1,0
7980,3,207500,2.0,105.0,1,0,0,43.0,0,0,0.0,0,334.2209593790833,0,0,1,0,0,1,0
7981,3,245000,2.0,120.0,1,0,0,44.0,0,0,0.0,0,381.96681071895233,0,0,1,0,0,1,0
7982,3,159000,4.0,139.0,1,0,0,14.0,0,1,7.0,0,442.4448890827864,0,0,0,0,0,0,0
7983,3,345000,4.0,210.0,1,0,0,61.5081159876289,0,1,26.0,0,668.4419187581666,0,0,1,0,1,0,1
7984,3,299000,2.0,120.0,2,0,0,40.0,0,0,0.0,0,381.96681071895233,0,0,0,0,1,0,0
7985,3,159000,4.0,139.0,1,0,0,14.0,0,1,7.0,0,442.4448890827864,0,0,0,0,1,0,0
7986,3,125000,3.0,120.0,1,0,0,25.0,0,0,0.0,0,381.96681071895233,0,0,0,1,1,0,0
7987,3,119000,2.0,80.0,1,0,0,16.0,0,0,0.0,0,254.64454047930155,0,0,0,1,1,0,0
7988,3,269900,4.0,225.0,1,0,0,17.0,0,1,20.0,1,1000.0,0,0,0,0,1,0,0
7989,3,269900,4.0,225.0,1,0,0,17.0,0,1,20.0,1,1000.0,0,0,0,0,1,0,0
7990,3,89000,2.0,99.0,1,0,0,28.996683251310767,0,0,0.0,0,315.1226188431357,0,0,0,0,0,1,0
7991,3,135000,6.0,148.0,1,0,0,43.34857698175751,0,0,0.0,0,471.0923998867078,0,0,1,0,1,0,0
7992,3,250000,3.0,150.0,1,0,0,32.0,0,1,20.0,1,250.0,0,0,0,0,1,0,0
7993,3,139000,4.0,228.0,1,0,0,66.78024021513995,0,0,0.0,0,725.7369403660094,0,0,0,1,1,0,0
7994,3,139000,3.0,70.0,1,0,0,20.50270532920964,0,0,0.0,0,222.81397291938885,0,0,0,1,1,0,0
7995,3,200000,2.0,108.0,1,0,0,37.0,1,0,0.0,0,343.7701296470571,0,0,0,0,0,0,0
7996,3,160000,4.0,140.0,1,0,0,40.0,0,0,0.0,0,445.6279458387777,0,0,0,0,0,0,0
7997,3,219000,3.0,100.0,1,0,0,28.0,0,0,0.0,0,318.3056755991269,0,0,0,0,1,0,1
7998,3,59000,1.0,54.0,1,0,0,15.0,0,0,0.0,0,171.88506482352855,0,0,0,1,1,0,0
7999,3,174999,3.0,162.0,1,0,0,36.0,0,1,9.0,1,230.0,0,0,0,0,1,0,0
8000,3,110000,2.0,140.0,1,0,0,34.0,0,0,0.0,1,200.0,0,1,0,0,1,0,0
8001,3,279999,6.0,312.0,2,0,0,44.0,0,1,20.0,1,600.0,0,0,0,0,1,0,0
8002,3,175000,2.0,130.0,1,0,0,38.07645275424646,0,0,0.0,0,413.797378278865,0,0,0,1,1,0,0
8003,3,239900,3.0,159.0,1,0,0,21.0,0,1,15.0,1,200.0,1,0,0,0,1,0,0
8004,3,115000,3.0,99.0,1,0,0,22.0,0,0,0.0,0,315.1226188431357,0,1,0,0,1,0,0
8005,3,70000,2.0,80.0,1,0,0,23.43166323338244,0,0,0.0,0,254.64454047930155,0,0,0,1,1,0,0
8006,3,239000,3.0,205.0,1,0,0,18.0,0,0,0.0,0,652.5266349782102,0,0,0,0,1,0,0
8007,3,50000,2.0,78.0,1,0,0,22.84587165254788,0,0,0.0,0,248.278426967319,0,0,0,1,1,0,0
8008,3,165000,3.0,135.0,1,0,0,31.0,0,0,0.0,0,429.71266205882137,0,0,0,1,1,0,0
8009,3,99900,3.0,120.0,1,0,0,25.0,0,1,17.0,1,381.96681071895233,1,0,0,1,1,0,0
8010,3,169000,4.0,150.0,1,0,0,14.0,0,1,15.0,0,477.4585133986904,0,0,0,0,1,0,0
8011,3,159000,2.0,110.0,1,0,0,15.0,0,1,15.0,1,70.0,0,0,0,0,1,0,0
8012,3,130000,2.0,75.0,1,0,0,28.0,1,0,0.0,0,238.7292566993452,0,0,0,0,0,1,0
8013,3,140000,1.0,77.0,1,0,0,29.0,1,1,7.0,0,245.0953702113277,0,0,0,0,0,1,0
8014,3,245000,2.0,93.0,1,0,0,50.0,0,0,0.0,0,296.024278307188,0,0,0,0,0,1,0
8015,3,200000,2.0,90.0,1,0,0,45.0,0,0,0.0,0,286.4751080392142,0,0,0,0,0,1,0
8016,3,15000,1.0,75.0,1,0,1,17.0,0,0,0.0,0,238.7292566993452,0,0,0,0,1,0,0
8017,3,100000,3.0,105.0,1,0,0,30.75405799381445,0,0,0.0,0,334.2209593790833,0,0,0,0,1,0,0
8018,3,125000,2.0,110.0,1,0,0,32.0,0,1,46.0,0,350.1362431590396,0,0,0,0,1,0,0
8019,3,60000,1.0,77.0,1,0,0,22.5529758621306,0,0,0.0,0,245.0953702113277,0,0,0,1,1,0,0
8020,3,70000,2.0,85.0,1,0,0,17.0,0,1,16.0,1,259.0,0,0,0,1,1,0,0
8021,3,179999,5.0,165.0,2,0,0,23.0,0,1,12.0,1,55.0,0,0,0,0,1,0,0
8022,3,149900,4.0,177.0,1,0,0,36.0,0,1,20.0,1,150.0,0,0,0,0,1,0,0
8023,3,198000,3.0,151.0,1,0,0,27.0,0,1,35.0,0,480.6415701546816,0,0,0,0,1,0,0
8024,3,149999,2.0,134.0,1,0,1,17.0,0,1,50.0,1,70.0,0,0,0,0,1,0,0
8025,3,65000,2.0,97.0,1,0,0,45.0,0,0,0.0,0,308.7565053311531,0,0,1,0,1,0,0
8026,3,69000,2.0,71.0,1,0,0,17.0,0,1,13.0,0,225.9970296753801,0,0,0,1,1,0,0
8027,3,145000,2.0,97.0,1,0,0,23.0,0,0,0.0,1,230.0,0,0,0,0,1,0,0
8028,3,259000,6.0,256.0,2,0,0,18.0,0,0,0.0,0,814.8625295337649,0,0,0,0,1,0,0
8029,3,199000,5.0,229.0,1,0,0,22.0,0,0,0.0,0,728.9199971220006,0,0,0,0,1,0,0
8030,3,99000,3.0,140.0,2,0,0,30.0,0,1,10.0,1,60.0,0,0,0,1,1,0,0
8031,3,128000,2.0,86.0,1,0,0,27.0,0,1,3.0,0,273.7428810152492,0,0,0,0,0,1,0
8032,3,125000,3.0,81.0,1,0,0,31.0,0,1,68.0,1,35.0,0,0,0,0,0,1,0
8033,3,225000,2.0,143.0,1,0,0,41.88409802967111,0,0,0.0,0,455.1771161067515,0,0,1,0,1,0,0
8034,3,163350,2.0,92.0,1,0,0,26.946412718389805,0,0,0.0,0,292.8412215511968,0,0,0,0,0,1,0
8035,3,210000,5.0,160.0,1,0,0,36.0,0,0,0.0,0,509.2890809586031,1,0,0,0,1,0,0
8036,3,205000,3.0,160.0,2,0,0,16.0,0,0,0.0,0,509.2890809586031,0,1,0,0,1,0,0
8037,3,151250,2.0,75.0,1,0,0,21.967184281296035,0,0,0.0,0,238.7292566993452,0,0,0,0,0,1,0
8038,3,390000,4.0,430.0,2,0,0,45.0,0,1,40.0,1,4500.0,0,0,0,0,1,0,0
8039,3,163350,2.0,92.0,1,0,0,26.946412718389805,0,0,0.0,0,292.8412215511968,0,0,0,0,0,0,0
8040,3,299000,6.0,130.0,2,0,0,38.07645275424646,0,1,25.0,0,413.797378278865,0,0,0,0,1,0,0
8041,3,95000,2.0,60.0,1,0,1,22.0,0,0,0.0,0,190.98340535947617,1,0,0,0,1,0,0
8042,3,184900,4.0,127.0,1,0,0,16.0,0,1,35.0,0,404.2482080108912,0,0,0,0,1,0,0
8043,3,199900,4.0,120.0,2,0,0,40.0,0,1,35.0,1,275.0,1,0,0,0,1,0,0
8044,3,548000,6.0,460.0,1,0,0,44.0,0,1,20.0,1,1600.0,0,0,0,0,1,0,0
8045,3,140000,3.0,100.0,1,0,0,29.289579041728047,0,0,0.0,0,318.3056755991269,0,0,0,0,1,0,0
8046,3,115000,2.0,72.0,1,0,0,21.0884969100442,0,0,0.0,0,229.1800864313714,0,0,1,0,1,0,0
8047,3,225000,3.0,240.0,1,0,0,54.0,0,0,0.0,0,763.9336214379047,0,0,1,0,1,0,0
8048,3,269900,3.0,243.0,1,0,0,42.0,0,1,15.0,1,475.0,0,0,1,0,1,0,0
8049,3,189900,3.0,243.0,1,0,0,42.0,0,1,15.0,1,304.0,0,0,1,0,1,0,0
8050,3,245000,2.0,101.0,1,0,0,29.58247483214533,0,1,54.0,1,400.0,0,0,0,0,1,0,1
8051,3,125000,2.0,105.0,1,0,0,16.0,0,0,0.0,0,334.2209593790833,0,0,0,0,1,0,0
8052,3,189900,4.0,184.0,1,0,0,32.0,0,0,0.0,1,480.0,0,0,0,0,1,0,0
8053,3,145000,3.0,180.0,1,0,0,29.0,0,0,0.0,0,572.9502160784284,0,0,1,0,1,0,0
8054,3,145000,2.0,128.0,1,0,1,10.0,0,0,0.0,0,407.43126476688246,0,0,0,0,1,0,0
8055,3,187000,3.0,136.0,1,0,0,23.0,0,1,75.0,1,600.0,0,0,0,0,1,0,0
8056,3,229000,3.0,197.0,1,0,0,57.70047071220426,0,0,0.0,1,160.0,0,0,0,0,1,0,0
8057,3,159000,3.0,106.0,2,0,0,31.04695378423173,0,0,0.0,0,337.4040161350745,0,0,0,0,1,0,0
8058,3,115000,2.0,124.0,1,0,0,27.0,0,1,20.0,1,120.0,0,0,0,1,1,0,0
8059,3,264900,3.0,243.0,1,0,0,42.0,0,1,15.0,1,329.0,0,0,1,0,1,0,0
8060,3,259900,3.0,243.0,1,0,0,42.0,0,1,15.0,1,304.0,0,0,1,0,1,0,0
8061,3,194900,3.0,243.0,1,0,0,42.0,0,1,15.0,1,329.0,0,0,1,0,1,0,0
8062,3,199900,3.0,243.0,1,0,0,42.0,0,1,15.0,1,475.0,0,0,1,0,1,0,0
8063,3,235000,3.0,150.0,1,0,0,24.0,0,0,0.0,0,477.4585133986904,1,0,0,0,1,0,0
8064,3,170000,2.0,84.0,1,0,0,31.0,0,1,2.0,0,267.3767675032666,0,0,1,0,0,1,0
8065,3,250000,3.0,136.0,1,0,0,30.0,1,1,30.0,0,432.8957188148126,0,0,1,0,0,1,0
8066,3,190000,2.0,100.0,1,0,0,40.0,1,1,34.0,0,318.3056755991269,0,0,1,0,0,1,0
8067,3,139000,2.0,100.0,1,0,0,29.289579041728047,0,0,0.0,0,318.3056755991269,0,0,0,0,1,0,0
8068,3,165000,3.0,100.0,1,0,0,25.0,0,1,13.0,0,318.3056755991269,0,0,0,0,1,0,0
8069,3,135000,2.0,78.0,1,0,0,27.0,1,0,0.0,0,248.278426967319,0,0,0,0,0,1,0
8070,3,190000,3.0,170.0,1,0,0,49.79228437093768,0,0,0.0,0,541.1196485185158,0,0,0,0,1,0,0
8071,3,110000,3.0,165.0,1,0,0,48.32780541885128,0,0,0.0,0,525.2043647385594,0,0,0,0,0,0,0
8072,3,119000,1.0,75.0,1,0,0,28.0,1,0,0.0,0,238.7292566993452,0,0,0,0,0,0,0
8073,3,119000,1.0,86.0,1,0,0,19.0,1,1,7.0,0,273.7428810152492,0,0,0,0,0,0,0
8074,3,135000,3.0,178.0,2,0,0,34.0,0,1,18.0,0,566.584102566446,0,0,1,0,1,0,0
8075,3,55000,1.0,40.0,1,0,0,11.71583161669122,0,0,0.0,0,127.32227023965078,0,0,0,0,1,0,0
8076,3,70000,2.0,100.0,1,0,0,29.289579041728047,0,0,0.0,0,318.3056755991269,0,0,0,0,1,0,0
8077,3,59900,2.0,83.0,1,0,0,25.0,0,0,0.0,0,264.19371074727536,0,0,0,0,1,0,0
8078,3,120000,2.0,120.0,1,0,0,35.147494850073656,0,0,0.0,0,381.96681071895233,0,1,0,0,1,0,0
