,Locality,Price,Number of bedrooms,Livable surface,Number of bathrooms,Balcony,Furnished,Surface of living-room,Elevator,Terrace,Surface terrace,Garden,Surface garden,Kitchen equipment_Fully equipped,Kitchen equipment_Not equipped,State of the property_New,State of the property_To be renovated,Type of property_house,Subtype of property_apartment,Subtype of property_villa
2360,2,699000,3.0,188.0,1,0,0,40.0,0,0,0.0,0,598.4146701263586,0,0,1,0,1,0,1
2361,2,440000,7.0,271.0,1,0,0,79.37475920308302,0,0,0.0,0,862.608380873634,0,0,0,0,1,0,0
2362,2,419000,4.0,176.0,1,0,0,13.0,0,0,0.0,0,560.2179890544634,0,0,0,0,1,0,0
2363,2,449000,3.0,277.0,1,0,0,81.13213394558669,0,1,20.0,0,881.7067214095816,0,0,0,0,1,0,0
2364,2,285000,3.0,180.0,1,0,0,60.0,0,1,20.0,0,572.9502160784284,0,0,0,0,0,0,0
2365,2,595000,3.0,201.0,2,0,0,58.87205387387338,0,0,0.0,0,639.7944079542451,0,0,0,0,1,0,1
2366,2,460000,3.0,203.0,1,0,0,59.457845454707936,0,0,0.0,0,646.1605214662277,1,0,0,0,1,0,1
2367,2,280000,2.0,90.0,1,0,0,26.36062113755524,0,0,0.0,0,286.4751080392142,0,0,0,0,0,0,0
2368,2,289000,2.0,101.0,1,0,0,35.0,1,1,17.0,0,321.4887323551182,0,0,0,0,0,0,0
2369,2,295000,3.0,120.0,1,0,0,40.0,0,1,8.0,1,180.0,0,1,0,1,1,0,0
2370,2,215000,2.0,103.0,1,0,0,35.0,0,0,0.0,0,327.8548458671007,0,0,0,0,1,0,0
2371,2,319000,4.0,125.0,1,0,0,17.0,0,0,0.0,0,397.8820944989087,0,0,0,0,1,0,0
2372,2,329000,4.0,175.0,1,0,0,30.0,0,0,0.0,0,557.0349322984721,1,0,0,0,1,0,0
2373,2,255000,3.0,99.0,1,0,0,28.996683251310767,0,0,0.0,0,315.1226188431357,0,0,0,0,1,0,0
2374,2,349000,3.0,118.0,1,0,0,13.0,0,0,0.0,0,375.60069720696976,0,0,0,1,1,0,0
2375,2,485000,3.0,235.0,1,0,0,68.83051074806092,0,0,0.0,0,748.0183376579482,0,0,0,1,1,0,0
2376,2,249000,3.0,184.0,1,0,0,53.89282543677961,0,0,0.0,0,585.6824431023936,0,0,0,0,1,0,0
2377,2,397500,5.0,249.0,1,0,0,72.93105181390284,0,0,0.0,0,792.581132241826,0,0,0,0,1,0,0
2378,2,695000,5.0,433.0,1,0,0,126.82387725068244,0,0,0.0,0,1378.2635753442196,0,0,0,0,1,0,0
2379,2,443000,3.0,188.0,2,0,0,55.06440859844873,0,0,0.0,0,598.4146701263586,0,0,0,0,1,0,0
2380,2,450000,4.0,474.0,1,0,0,138.83260465779094,0,0,0.0,0,1508.7689023398616,0,0,0,0,1,0,0
2381,2,360972,3.0,176.0,1,0,0,51.549659113441365,0,0,0.0,0,560.2179890544634,0,0,1,0,1,0,0
2382,2,299000,2.0,94.0,1,0,0,18.0,0,0,0.0,0,299.2073350631793,1,0,0,0,1,0,0
2383,2,280000,5.0,136.0,1,0,0,39.83382749675015,0,1,8.0,0,432.8957188148126,0,0,0,0,1,0,0
2384,2,299000,4.0,105.0,1,0,0,15.0,0,0,0.0,0,334.2209593790833,0,0,0,0,1,0,0
2385,2,745000,4.0,300.0,1,0,0,87.86873712518414,0,0,0.0,0,954.9170267973808,0,0,0,0,1,0,0
2386,2,260000,2.0,120.0,1,0,0,35.147494850073656,0,1,22.0,0,381.96681071895233,0,0,0,0,1,0,0
2387,2,283220,2.0,75.0,1,0,0,21.967184281296035,0,1,8.0,0,238.7292566993452,0,0,1,0,0,1,0
2388,2,309675,2.0,78.0,1,0,0,22.84587165254788,0,1,11.0,0,248.278426967319,0,0,1,0,0,1,0
2389,2,225000,1.0,72.0,1,0,0,21.0884969100442,0,0,0.0,0,229.1800864313714,0,0,0,0,0,1,0
2390,2,460000,3.0,170.0,2,0,0,49.79228437093768,1,0,0.0,0,541.1196485185158,1,0,0,0,0,1,0
2391,2,695000,5.0,433.0,1,0,0,126.82387725068244,0,0,0.0,0,1378.2635753442196,0,0,0,0,0,1,0
2392,2,496300,2.0,154.0,2,0,0,45.1059517242612,1,1,10.0,0,490.1907404226554,1,0,0,0,0,1,0
2393,2,295000,2.0,99.0,1,0,0,28.996683251310767,1,0,0.0,0,315.1226188431357,0,0,1,0,0,1,0
2394,2,265000,2.0,124.0,1,0,0,50.0,1,0,0.0,0,394.69903774291737,0,0,0,1,0,1,0
2395,2,252550,1.0,1.0,1,0,0,0.2928957904172805,1,0,0.0,0,3.183056755991269,0,0,1,0,0,1,0
2396,2,289000,2.0,109.0,1,0,0,31.92564115548357,0,0,0.0,0,346.95318640304833,0,0,0,0,0,1,0
2397,2,278000,2.0,109.0,1,0,0,31.92564115548357,0,0,0.0,0,346.95318640304833,0,0,0,0,0,1,0
2398,2,299000,2.0,103.0,1,0,0,30.16826641297989,0,0,0.0,0,327.8548458671007,0,0,0,0,0,1,0
2399,2,242500,1.0,75.0,1,0,0,21.967184281296035,1,1,18.0,0,238.7292566993452,1,0,0,0,0,1,0
2400,2,253000,2.0,93.0,1,0,0,27.239308508807085,0,0,0.0,0,296.024278307188,0,0,0,0,0,1,0
2401,2,238000,2.0,96.0,1,0,0,28.117995880058928,0,0,0.0,0,305.5734485751618,0,0,0,0,0,1,0
2402,2,280443,2.0,103.0,1,0,0,30.16826641297989,0,0,0.0,0,327.8548458671007,0,0,0,0,0,1,0
2403,2,284820,2.0,97.0,1,0,0,28.410891670476207,1,1,14.0,0,308.7565053311531,1,0,0,0,0,1,0
2404,2,361000,2.0,94.0,1,1,0,27.532204299224365,1,1,12.0,0,299.2073350631793,0,0,1,0,0,1,0
2405,2,324000,2.0,118.0,1,0,0,34.561703269239096,0,0,0.0,0,375.60069720696976,0,0,0,0,0,1,0
2406,2,313500,2.0,113.0,1,0,0,33.097224317152694,0,0,0.0,0,359.68541342701343,0,0,0,0,0,1,0
2407,2,305000,2.0,90.0,1,0,0,26.36062113755524,0,0,0.0,0,286.4751080392142,0,0,0,0,0,1,0
2408,2,235000,1.0,83.0,1,0,0,24.31035060463428,0,0,0.0,0,264.19371074727536,0,0,0,0,0,1,0
2409,2,271500,2.0,95.0,1,0,0,27.825100089641644,0,0,0.0,0,302.3903918191706,0,0,0,0,0,1,0
2410,2,271500,2.0,95.0,1,0,0,27.825100089641644,1,1,3.0,0,302.3903918191706,0,0,1,0,0,1,0
2411,2,305000,2.0,90.0,1,0,0,26.36062113755524,1,1,42.0,0,286.4751080392142,0,0,1,0,0,1,0
2412,2,313500,2.0,113.0,1,0,0,33.097224317152694,1,1,4.0,0,359.68541342701343,0,0,1,0,0,1,0
2413,2,235000,1.0,83.0,1,0,0,24.31035060463428,1,1,5.0,0,264.19371074727536,0,0,1,0,0,1,0
2414,2,201000,1.0,53.0,1,0,0,15.523476892115866,1,1,10.0,0,168.70200806753726,0,0,1,0,0,1,0
2415,2,236500,2.0,70.0,1,0,0,20.50270532920964,1,1,13.0,0,222.81397291938885,0,0,1,0,0,1,0
2416,2,341000,2.0,127.0,1,0,0,37.19776538299462,1,1,8.0,0,404.2482080108912,0,0,1,0,0,1,0
2417,2,252000,2.0,91.0,1,0,0,26.65351692797252,1,0,0.0,0,289.6581647952055,1,0,0,0,0,1,0
2418,2,362000,3.0,117.0,1,0,0,34.26880747882181,0,0,0.0,0,372.4176404509785,0,0,0,0,0,1,0
2419,2,334310,2.0,111.0,1,0,0,32.511432736318135,1,1,19.0,0,353.3192999150309,1,0,0,0,0,1,0
2420,2,198500,1.0,61.0,1,0,0,17.866643215454108,1,1,3.0,0,194.16646211546745,0,0,1,0,0,1,0
2421,2,288500,2.0,103.0,1,0,0,30.16826641297989,1,1,3.0,0,327.8548458671007,0,0,1,0,0,1,0
2422,2,387000,3.0,131.0,1,0,0,38.369348544663744,1,1,9.0,0,416.9804350348562,1,0,0,0,0,1,0
2423,2,295000,1.0,85.0,1,0,0,17.0,1,0,0.0,1,100.0,0,0,1,0,0,1,0
2424,2,252000,2.0,91.0,1,0,0,26.65351692797252,1,1,14.0,0,289.6581647952055,1,0,0,0,0,1,0
2425,2,235000,2.0,91.0,1,0,0,26.65351692797252,1,1,16.0,0,289.6581647952055,1,0,0,0,0,1,0
2426,2,275000,1.0,85.0,1,0,0,24.89614218546884,0,0,0.0,0,270.5598242592579,0,0,0,0,0,1,0
2427,2,344410,2.0,111.0,1,0,0,32.511432736318135,1,0,0.0,0,353.3192999150309,1,0,0,0,0,1,0
2428,2,699000,4.0,243.0,1,0,0,49.0,0,0,0.0,0,773.4827917058784,0,0,1,0,1,0,1
2429,2,309610,2.0,80.0,1,0,0,23.43166323338244,0,1,6.0,0,254.64454047930155,0,0,1,0,0,1,0
2430,2,279000,3.0,125.0,1,0,0,36.61197380216006,0,1,15.0,0,397.8820944989087,0,0,0,0,0,0,0
2431,2,349000,3.0,138.0,1,0,0,35.0,0,0,0.0,1,349.0,0,0,1,0,1,0,0
2432,2,376348,3.0,275.0,1,0,0,80.54634236475214,0,0,0.0,1,875.340607897599,0,0,1,0,1,0,0
2433,2,299000,2.0,100.0,1,0,0,29.289579041728047,1,1,22.0,0,318.3056755991269,1,0,0,0,1,0,0
2434,2,289000,1.0,82.0,1,0,0,24.017454814217,1,1,21.0,0,261.0106539912841,1,0,0,0,1,0,0
2435,2,289000,2.0,102.0,1,0,0,29.87537062256261,1,0,0.0,0,324.6717891111095,1,0,0,0,1,0,0
2436,2,346066,3.0,302.0,1,0,0,88.4545287060187,0,0,0.0,1,961.2831403093631,0,0,1,0,1,0,0
2437,2,289000,1.0,82.0,1,0,0,24.017454814217,1,1,21.0,0,261.0106539912841,1,0,0,0,0,1,0
2438,2,299000,2.0,100.0,1,0,0,29.289579041728047,1,1,22.0,0,318.3056755991269,1,0,0,0,0,1,0
2439,2,289000,2.0,102.0,1,0,0,29.87537062256261,1,0,0.0,0,324.6717891111095,1,0,0,0,0,1,0
2440,2,389000,2.0,115.0,1,0,0,33.683015897987254,0,0,0.0,0,366.051526938996,0,0,0,0,0,1,0
2441,2,249000,3.0,158.0,1,0,0,46.27753488593032,0,0,0.0,0,502.9229674466205,0,0,0,0,1,0,0
2442,2,575000,6.0,358.0,1,0,0,104.85669296938642,0,0,0.0,0,1139.5343186448745,0,0,0,0,1,0,0
2443,2,185000,1.0,60.0,1,0,0,19.0,0,1,7.0,0,190.98340535947617,0,0,0,0,0,1,0
2444,2,575000,6.0,358.0,1,0,0,104.85669296938642,0,0,0.0,0,1139.5343186448745,0,0,0,0,0,1,0
2445,2,339000,4.0,201.0,1,0,0,22.0,0,0,0.0,0,639.7944079542451,1,0,0,0,1,0,0
2446,2,215000,2.0,90.0,1,0,0,26.36062113755524,0,0,0.0,0,286.4751080392142,0,0,0,0,1,0,0
2447,2,260000,3.0,141.0,1,0,0,41.29830644883655,0,0,0.0,0,448.811002594769,0,0,0,0,1,0,0
2448,2,248000,2.0,99.0,1,0,0,14.0,0,0,0.0,0,315.1226188431357,0,0,0,0,1,0,0
2449,2,590000,5.0,344.0,1,0,0,100.75615190354448,0,1,60.0,1,4.0,0,0,0,0,1,0,1
2450,2,435000,5.0,197.0,1,0,0,43.0,0,0,0.0,0,627.0621809302801,1,0,0,0,1,0,0
2451,2,329000,4.0,175.0,1,0,0,30.0,0,0,0.0,0,557.0349322984721,1,0,0,0,1,0,0
2452,2,259000,2.0,142.0,1,0,0,21.0,0,0,0.0,0,451.9940593507602,0,0,0,1,1,0,0
2453,2,295000,3.0,111.0,1,0,0,33.0,0,0,0.0,0,353.3192999150309,0,0,0,0,1,0,0
2454,2,249000,2.0,150.0,1,0,0,28.0,0,0,0.0,0,477.4585133986904,0,0,0,0,1,0,0
2455,2,230000,2.0,88.0,1,0,0,17.0,0,0,0.0,1,52.0,0,0,0,0,1,0,0
2456,2,395000,2.0,92.0,1,0,0,23.0,0,0,0.0,0,292.8412215511968,0,0,1,0,1,0,0
2457,2,159000,1.0,70.0,1,0,0,13.0,0,0,0.0,0,222.81397291938885,0,0,0,1,1,0,0
2458,2,195000,3.0,177.0,1,0,0,51.84255490385864,0,0,0.0,0,563.4010458104547,0,0,0,0,0,1,0
2459,2,325000,3.0,163.0,1,0,0,47.74201383801672,0,1,20.0,0,518.8382512265769,1,0,1,0,0,0,0
2460,2,315000,3.0,147.0,1,0,0,43.05568119134023,0,1,20.0,0,467.9093431307166,1,0,1,0,0,0,0
2461,2,315000,3.0,147.0,1,0,0,43.05568119134023,0,1,20.0,0,467.9093431307166,1,0,1,0,1,0,0
2462,2,325000,3.0,163.0,1,0,0,47.74201383801672,0,1,20.0,0,518.8382512265769,1,0,1,0,1,0,0
2463,2,328546,2.0,123.0,1,0,0,45.0,0,1,18.0,0,391.5159809869261,0,0,1,0,0,0,0
2464,2,328546,2.0,123.0,1,0,0,45.0,0,1,18.0,0,391.5159809869261,0,0,1,0,0,1,0
2465,2,283568,2.0,102.0,1,0,0,39.0,0,1,21.0,0,324.6717891111095,0,0,1,0,0,1,0
2466,2,328546,2.0,123.0,1,0,0,36.0261822213255,0,1,17.0,0,391.5159809869261,0,0,1,0,0,1,0
2467,2,283568,2.0,103.0,1,0,0,30.16826641297989,0,1,20.0,0,327.8548458671007,0,0,1,0,0,1,0
2468,2,239000,3.0,134.0,1,0,0,27.0,0,1,5.0,0,426.5296053028301,0,0,1,0,0,0,0
2469,2,330000,3.0,130.0,1,0,0,31.0,0,0,0.0,0,413.797378278865,0,0,0,1,1,0,0
2470,2,456440,3.0,170.0,1,0,0,49.79228437093768,0,0,0.0,0,541.1196485185158,0,0,1,0,1,0,0
2471,2,235000,1.0,225.0,1,0,0,16.0,0,0,0.0,0,716.1877700980356,1,0,0,0,1,0,0
2472,2,660000,5.0,175.0,2,0,0,38.0,0,1,25.0,1,500.0,0,0,0,0,1,0,1
2473,2,795000,5.0,325.0,2,0,0,28.0,0,0,0.0,1,1034.4934456971623,0,0,0,0,1,0,0
2474,2,330000,3.0,84.0,1,0,0,21.0,0,0,0.0,1,52.0,0,0,0,0,1,0,0
2475,2,420000,3.0,130.0,1,0,0,43.0,0,0,0.0,0,413.797378278865,0,0,0,0,1,0,0
2476,2,690000,2.0,181.0,1,0,0,98.0,1,1,60.0,0,576.1332728344197,0,0,0,0,0,0,0
2477,2,380000,3.0,152.0,1,0,0,43.0,0,1,11.0,0,483.8246269106729,0,0,0,0,0,0,0
2478,2,280000,2.0,112.0,1,0,0,30.0,0,1,38.0,0,356.50235667102214,0,0,0,0,1,0,0
2479,2,320000,2.0,129.0,2,0,0,12.0,0,1,12.0,1,150.0,0,0,0,0,1,0,0
2480,2,330000,3.0,130.0,1,0,0,30.0,0,0,0.0,0,413.797378278865,0,0,0,1,1,0,0
2481,2,495000,4.0,155.0,2,0,0,45.39884751467847,0,0,0.0,0,493.3737971786467,0,0,0,1,1,0,0
2482,2,280000,3.0,96.0,1,0,0,25.0,0,0,0.0,0,305.5734485751618,0,0,0,0,0,1,0
2483,2,195000,2.0,86.0,1,0,0,25.18903797588612,0,0,0.0,0,273.7428810152492,0,0,0,0,0,1,0
2484,2,185000,1.0,59.0,1,0,0,17.280851634619548,0,0,0.0,0,187.80034860348488,0,0,0,0,0,1,0
2485,2,265200,1.0,78.0,1,0,0,22.84587165254788,0,1,8.0,0,248.278426967319,0,0,1,0,0,1,0
2486,2,536845,3.0,190.0,1,0,0,55.65020017928329,0,0,0.0,0,604.7807836383412,0,0,1,0,1,0,0
2487,2,550000,4.0,265.0,1,0,0,36.0,0,0,0.0,0,843.5100403376864,0,0,0,0,1,0,0
2488,2,395000,3.0,170.0,1,0,0,49.79228437093768,0,0,0.0,0,541.1196485185158,0,0,0,1,1,0,0
2489,2,275000,3.0,245.0,1,0,0,71.75946865223372,0,0,0.0,0,779.848905217861,0,0,0,0,1,0,0
2490,2,299000,3.0,134.0,1,0,0,39.24803591591559,0,1,10.0,0,426.5296053028301,0,0,1,0,0,0,0
2491,2,296000,3.0,134.0,1,0,0,39.24803591591559,0,1,10.0,0,426.5296053028301,0,0,1,0,0,0,0
2492,2,287000,3.0,112.0,1,0,0,32.80432852673541,0,1,19.0,0,356.50235667102214,0,0,1,0,0,0,0
2493,2,315000,2.0,112.0,1,0,0,32.80432852673541,0,1,19.0,1,35.0,0,0,1,0,0,1,0
2494,2,310500,2.0,112.0,1,0,0,32.80432852673541,0,1,20.0,1,52.0,0,0,1,0,0,1,0
2495,2,235000,2.0,140.0,1,0,0,33.0,0,0,0.0,1,445.6279458387777,1,0,0,0,1,0,0
2496,2,535000,2.0,150.0,1,0,0,41.0,0,1,60.0,0,477.4585133986904,0,0,0,0,1,0,1
2497,2,535000,5.0,245.0,2,0,0,71.75946865223372,0,0,0.0,0,779.848905217861,0,0,0,0,1,0,1
2498,2,615000,3.0,365.0,1,0,0,57.0,0,1,25.0,1,1161.8157159368134,0,0,0,0,1,0,1
2499,2,360000,3.0,138.0,1,1,0,40.41961907758471,0,0,0.0,0,439.2618323267952,0,0,0,0,1,0,0
2500,2,175000,2.0,100.0,1,0,0,15.0,0,0,0.0,0,318.3056755991269,0,0,0,1,1,0,0
2501,2,195000,3.0,132.0,1,0,0,36.0,0,0,0.0,1,420.1634917908476,1,0,0,1,1,0,0
2502,2,375000,3.0,142.0,1,0,0,34.0,0,1,20.0,1,115.0,0,0,0,0,1,0,0
2503,2,300000,3.0,126.0,1,0,0,35.0,0,0,0.0,0,401.0651512549,0,0,0,1,1,0,0
2504,2,345000,2.0,155.0,1,0,0,39.0,0,1,40.0,0,493.3737971786467,0,0,0,0,1,0,0
2505,2,720000,2.0,120.0,1,0,0,38.0,0,0,0.0,0,381.96681071895233,0,0,0,1,1,0,0
2506,2,315000,4.0,157.0,1,1,0,45.98463909551303,0,1,10.0,0,499.7399106906293,0,1,0,0,1,0,0
2507,2,298000,2.0,160.0,1,0,0,41.0,0,0,0.0,0,509.2890809586031,0,0,0,1,1,0,0
2508,2,320000,3.0,130.0,1,0,0,36.0,0,0,0.0,0,413.797378278865,0,0,1,0,1,0,0
2509,2,439000,3.0,178.0,2,0,0,19.0,0,0,0.0,0,566.584102566446,1,0,0,0,1,0,0
2510,2,449000,2.0,162.0,1,0,0,47.44911804759944,1,1,9.0,0,515.6551944705856,1,0,0,0,0,0,0
2511,2,389000,4.0,160.0,2,0,0,33.0,0,1,10.0,0,509.2890809586031,0,0,0,0,1,0,0
2512,2,295000,2.0,100.0,1,0,0,29.289579041728047,0,1,25.0,1,100.0,0,0,0,0,1,0,0
2513,2,410000,4.0,170.0,1,0,0,32.0,0,0,0.0,0,541.1196485185158,0,0,1,0,1,0,0
2514,2,335000,4.0,197.0,1,0,0,72.0,0,1,25.0,1,627.0621809302801,1,0,0,0,1,0,0
2515,2,215000,2.0,80.0,1,0,0,23.0,0,1,2.0,0,254.64454047930155,1,0,0,1,0,1,0
2516,2,210000,2.0,70.0,1,0,0,25.0,0,1,3.0,0,222.81397291938885,0,0,0,0,0,1,0
2517,2,265000,2.0,123.0,1,0,0,26.0,0,0,0.0,0,391.5159809869261,0,0,0,1,1,0,0
2518,2,259900,2.0,114.0,1,0,0,59.0,0,1,12.0,0,362.8684701830047,0,0,0,0,0,0,0
2519,2,275000,1.0,123.0,1,0,0,37.0,0,0,0.0,0,391.5159809869261,1,0,0,1,1,0,0
2520,2,419000,3.0,140.0,1,0,0,33.0,0,0,0.0,0,445.6279458387777,0,0,0,0,1,0,0
2521,2,280000,2.0,104.0,1,0,0,24.0,0,1,46.0,0,331.037902623092,0,0,0,0,1,0,0
2522,2,255000,3.0,105.0,1,0,0,43.0,1,0,0.0,0,334.2209593790833,0,0,0,0,0,1,0
2523,2,279900,3.0,195.0,1,0,0,62.0,0,1,16.0,0,620.6960674182975,0,0,0,0,0,1,0
2524,2,665000,3.0,142.0,1,0,0,41.59120223925383,0,0,0.0,1,1620.0,1,0,0,1,1,0,0
2525,2,360000,3.0,130.0,1,0,0,20.0,0,1,14.0,1,180.0,0,0,0,1,0,1,0
2526,2,480000,3.0,140.0,1,0,0,41.00541065841927,0,0,0.0,0,445.6279458387777,0,1,0,0,1,0,0
2527,2,469000,3.0,130.0,1,0,0,39.0,0,1,10.0,0,413.797378278865,0,0,1,0,0,0,0
2528,2,180000,1.0,65.0,1,0,0,15.0,0,1,7.0,1,92.0,0,1,0,1,0,1,0
2529,2,180000,1.0,65.0,1,0,0,15.0,0,1,7.0,1,92.0,0,0,0,1,0,1,0
2530,2,289000,2.0,92.0,1,0,0,26.946412718389805,1,1,25.0,1,120.0,0,0,1,0,0,1,0
2531,2,210000,1.0,85.0,1,0,0,24.89614218546884,0,0,0.0,0,270.5598242592579,0,0,0,0,0,1,0
2532,2,349900,3.0,131.0,2,0,0,62.0,0,1,33.0,0,416.9804350348562,0,0,1,0,0,1,0
2533,2,470000,2.0,147.0,1,0,0,61.0,0,1,19.0,1,19.0,0,0,0,0,0,1,0
2534,2,235000,4.0,112.0,1,0,0,32.80432852673541,0,0,0.0,0,356.50235667102214,0,0,1,0,0,1,0
2535,2,549000,3.0,145.0,1,0,0,42.0,0,0,0.0,0,461.543229618734,0,0,0,0,1,0,1
2536,2,645000,4.0,155.0,2,0,0,33.0,0,0,0.0,0,493.3737971786467,0,0,0,0,1,0,0
2537,2,579000,5.0,200.0,1,0,0,48.0,0,1,6.0,1,35.0,1,0,0,0,1,0,0
2538,2,200000,2.0,90.0,1,0,0,26.36062113755524,1,1,14.0,0,286.4751080392142,0,0,0,0,0,1,0
2539,2,225000,2.0,80.0,1,0,0,23.43166323338244,0,1,16.0,0,254.64454047930155,0,0,0,0,0,1,0
2540,2,407065,3.0,415.0,1,0,0,121.5517530231714,0,0,0.0,1,1320.9685537363766,0,0,1,0,1,0,0
2541,2,649000,3.0,204.0,1,0,0,59.75074124512522,0,0,0.0,0,649.343578222219,0,0,0,0,1,0,0
2542,2,570000,3.0,140.0,2,0,0,55.0,0,0,0.0,1,500.0,0,0,0,0,1,0,0
2543,2,439252,3.0,126.0,1,0,0,36.90486959257734,0,0,0.0,0,401.0651512549,0,0,1,0,1,0,0
2544,2,549000,2.0,189.0,2,0,0,120.0,0,1,40.0,0,601.5977268823499,0,0,0,0,0,0,0
2545,2,469500,2.0,118.0,2,0,0,43.0,1,1,17.0,0,375.60069720696976,0,0,1,0,0,1,0
2546,2,475000,4.0,130.0,1,0,0,34.0,0,1,19.0,0,413.797378278865,0,0,0,0,0,1,0
2547,2,750000,3.0,170.0,2,0,0,48.0,0,0,0.0,1,541.1196485185158,0,0,0,1,1,0,1
2548,2,495000,3.0,133.0,1,0,0,18.0,0,1,20.0,1,391.0,1,0,0,0,1,0,0
2549,2,495000,3.0,200.0,1,0,0,58.57915808345609,0,0,0.0,1,130.0,0,1,0,0,1,0,0
2550,2,398000,2.0,145.0,1,0,0,23.0,0,0,0.0,0,461.543229618734,0,0,0,0,1,0,0
2551,2,730000,3.0,185.0,2,0,0,65.0,1,1,17.0,0,588.8654998583849,0,0,0,0,0,1,0
2552,2,219000,1.0,64.0,1,0,0,35.0,1,1,25.0,0,203.71563238344123,0,0,0,0,0,1,0
2553,2,519500,3.0,135.0,2,0,0,42.0,1,1,18.0,1,40.0,0,0,1,0,0,1,0
2554,2,719500,3.0,152.0,2,0,0,47.0,1,1,59.0,0,483.8246269106729,0,0,1,0,0,1,0
2555,2,235000,4.0,112.0,1,0,0,32.80432852673541,0,0,0.0,0,356.50235667102214,0,0,1,0,0,1,0
2556,2,495000,2.0,220.0,2,0,0,64.4370738918017,0,0,0.0,0,700.2724863180792,1,0,0,0,0,0,0
2557,2,392065,3.0,427.0,1,0,0,125.06650250817876,0,0,0.0,1,1359.165234808272,0,0,1,0,1,0,1
2558,2,535000,3.0,165.0,1,0,0,48.32780541885128,0,0,0.0,0,525.2043647385594,0,0,0,0,1,0,1
2559,2,615000,4.0,168.0,1,0,0,25.0,0,1,25.0,1,600.0,0,0,0,0,1,0,1
2560,2,459000,3.0,150.0,1,0,0,31.0,0,1,18.0,0,477.4585133986904,0,0,0,0,1,0,1
2561,2,340000,3.0,115.0,1,0,0,11.0,0,0,0.0,0,366.051526938996,0,0,0,1,1,0,0
2562,2,670000,2.0,147.0,1,0,0,18.0,0,1,27.0,1,343.0,0,0,1,0,1,0,0
2563,2,529000,4.0,170.0,1,0,0,34.0,0,0,0.0,0,541.1196485185158,0,0,0,1,1,0,0
2564,2,215000,2.0,90.0,1,0,0,26.36062113755524,0,0,0.0,0,286.4751080392142,0,1,0,0,1,0,0
2565,2,326071,3.0,130.0,1,0,0,38.07645275424646,0,0,0.0,1,413.797378278865,0,0,1,0,1,0,0
2566,2,485000,5.0,200.0,1,0,0,50.0,0,1,30.0,1,1.0,0,0,0,0,1,0,0
2567,2,445000,4.0,174.0,1,0,0,50.963867532606805,0,0,0.0,0,553.8518755424808,0,0,0,0,1,0,0
2568,2,365000,3.0,118.0,1,0,0,34.561703269239096,0,1,75.0,1,140.0,0,0,0,0,1,0,0
2569,2,219000,1.0,64.0,1,0,0,35.0,1,1,25.0,0,203.71563238344123,0,0,0,0,1,0,0
2570,2,299000,2.0,100.0,2,0,0,29.289579041728047,1,0,0.0,0,318.3056755991269,0,0,0,0,0,1,0
2571,2,326071,3.0,366.0,1,0,0,107.19985929272464,0,0,0.0,1,1164.9987726928046,0,0,1,0,1,0,0
2572,2,366348,3.0,309.0,1,0,0,90.50479923893968,0,0,0.0,1,983.5645376013022,0,0,1,0,1,0,0
2573,2,180000,2.0,70.0,1,1,0,20.50270532920964,0,0,0.0,0,222.81397291938885,0,0,0,1,0,1,0
2574,2,265000,1.0,97.0,1,0,0,28.410891670476207,0,0,0.0,0,308.7565053311531,0,0,0,0,0,1,0
2575,2,495000,2.0,220.0,2,0,0,64.4370738918017,0,0,0.0,0,700.2724863180792,1,0,0,0,0,0,0
2576,2,220000,2.0,65.0,1,0,0,20.0,0,1,40.0,0,206.8986891394325,0,0,0,0,1,0,0
2577,2,200000,3.0,99.0,1,0,0,28.0,0,1,6.0,0,315.1226188431357,0,0,0,0,1,0,0
2578,2,270000,3.0,110.0,1,0,0,14.0,0,0,0.0,1,225.0,0,0,0,0,1,0,0
2579,2,369000,3.0,100.0,1,0,0,37.0,0,1,18.0,0,318.3056755991269,0,0,0,0,1,0,0
2580,2,219000,2.0,151.0,1,0,0,19.0,0,1,23.0,1,121.0,0,1,0,1,1,0,0
2581,2,349000,3.0,164.0,1,0,0,48.034909628434,0,0,0.0,0,522.0213079825681,0,0,0,0,1,0,0
2582,2,359000,3.0,147.0,1,0,0,22.0,0,0,0.0,0,467.9093431307166,0,0,0,1,1,0,0
2583,2,180000,2.0,70.0,1,1,0,20.50270532920964,0,0,0.0,0,222.81397291938885,0,0,0,1,0,1,0
2584,2,625000,4.0,235.0,1,0,0,46.0,0,0,0.0,0,748.0183376579482,0,0,0,0,1,0,1
2585,2,670000,2.0,147.0,1,0,0,18.0,0,1,27.0,1,343.0,0,0,1,0,1,0,0
2586,2,424000,3.0,135.0,2,0,0,61.0,1,1,20.0,0,429.71266205882137,0,0,0,0,0,1,0
2587,2,100000,1.0,50.0,1,0,0,14.644789520864023,1,1,4.0,0,159.15283779956346,0,0,0,0,0,1,0
2588,2,219000,1.0,64.0,1,0,0,35.0,1,1,25.0,0,203.71563238344123,0,0,0,0,0,1,0
2589,2,265000,1.0,97.0,1,0,0,28.410891670476207,0,0,0.0,0,308.7565053311531,0,0,0,0,0,1,0
2590,2,445000,4.0,165.0,1,0,0,30.0,0,1,7.0,0,525.2043647385594,0,0,0,0,1,0,0
2591,2,699000,3.0,188.0,1,0,0,40.0,0,0,0.0,0,598.4146701263586,0,0,1,0,1,0,1
