,Locality,Price,Number of bedrooms,Livable surface,Number of bathrooms,Number of toilets,Balcony,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Elevator,Number of showers,Number of facades,Terrace,Surface terrace,Surface bedroom 2,Security door,Access for disabled,Sewer Connection,Garden,Surface garden,Surface bedroom 3,Garage,Kitchen equipment_Fully equipped,Kitchen equipment_Not equipped,Kitchen equipment_Partially equipped,Kitchen equipment_Super equipped,State of the property_Excellent,State of the property_Fully renovated,State of the property_New,State of the property_Normal,State of the property_To be renovated,Type of property_flat,Type of property_house,Subtype of property_apartment,Subtype of property_bungalow,Subtype of property_chalet,Subtype of property_cottage,Subtype of property_duplex,Subtype of property_ground-floor,Subtype of property_loft,Subtype of property_master-house,Subtype of property_mixed-building,Subtype of property_penthouse,Subtype of property_residence,Subtype of property_studio,Subtype of property_triplex,Subtype of property_villa
11464,Wallonia,138000,4.0,146.0,1,1,0,19.80965060708145,0,30.0,0,15.90636181151241,0,1,2,1,10.0,16.035286642928817,0,0,1,1,180.0,13.019054932654274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11465,Wallonia,189000,3.0,223.0,1,1,0,16.0,0,13.0,1,18.0,0,1,3,0,0.0,23.0,0,0,1,0,709.821656586053,10.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11466,Wallonia,150000,2.0,120.0,1,1,0,16.281904608560097,0,35.147494850073656,0,13.073722036859516,0,1,2,0,0.0,13.179687651722316,0,0,1,0,381.96681071895233,10.70059309533228,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11467,Wallonia,349900,5.0,266.0,1,2,0,15.0,0,20.0,1,19.0,0,1,4,1,20.0,14.0,0,0,1,1,1040.0,15.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11468,Wallonia,135000,3.0,95.0,2,2,0,14.0,0,19.0,1,6.0,0,1,2,1,40.0,10.0,0,0,1,1,120.0,11.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11469,Wallonia,110000,1.0,80.0,1,2,0,11.0,0,22.0,0,8.715814691239675,0,1,3,0,0.0,8.786458434481544,0,0,1,1,300.0,7.13372873022152,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11470,Wallonia,129000,2.0,135.0,1,1,0,18.0,0,39.54093170633286,1,14.707937291466951,0,1,2,0,0.0,13.0,0,0,1,0,429.71266205882137,12.038167232248815,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11471,Wallonia,210000,3.0,150.0,1,2,0,14.0,0,18.0,1,13.0,0,1,3,0,0.0,17.0,0,0,1,0,477.4585133986904,30.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11474,Wallonia,249000,3.0,130.0,1,1,0,12.0,0,34.0,0,14.163198873264474,0,1,3,0,0.0,11.0,0,0,1,0,413.797378278865,17.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11475,Wallonia,249000,3.0,210.0,1,1,0,16.0,0,31.0,1,10.0,0,1,4,0,0.0,11.0,0,0,1,0,668.4419187581666,10.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11476,Wallonia,280000,3.0,116.0,1,1,0,15.739174454941429,0,33.97591168840454,0,12.637931302297533,0,1,4,0,0.0,12.740364729998236,0,0,1,0,369.2345836949872,10.343906658821204,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11477,Wallonia,220000,3.0,177.0,1,2,0,15.0,0,35.0,0,25.0,0,1,4,1,25.0,17.0,0,0,1,0,563.4010458104547,12.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11478,Wallonia,150000,3.0,170.0,2,1,0,12.0,0,33.0,1,18.521106218884317,0,1,3,0,0.0,13.0,0,0,1,1,289.0,7.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11479,Wallonia,239000,4.0,160.0,1,2,0,21.7092061447468,0,46.86332646676488,0,17.43162938247935,0,1,3,0,0.0,17.572916868963087,0,0,1,0,509.2890809586031,14.26745746044304,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11480,Wallonia,205000,2.0,125.0,1,1,0,15.0,0,36.61197380216006,0,13.618460455061994,0,1,2,0,0.0,22.0,0,0,1,0,397.8820944989087,11.146451140971124,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11481,Wallonia,119000,2.0,200.0,2,1,0,17.0,0,16.0,1,21.0,0,1,2,0,0.0,20.0,0,0,1,0,636.6113511982538,17.8343218255538,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11482,Wallonia,350000,4.0,215.0,2,2,0,28.0,0,27.0,0,22.0,0,2,2,1,52.0,18.0,0,0,1,1,103.0,19.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11483,Wallonia,179000,2.0,150.0,1,1,0,11.0,0,18.0,1,20.0,0,1,3,1,20.0,35.0,0,0,1,1,450.0,13.37574136916535,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11484,Wallonia,139000,2.0,103.0,1,1,0,15.0,0,15.0,1,12.0,0,1,3,1,13.0,11.0,0,0,1,1,287.0,9.184675740160207,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11486,Wallonia,75000,3.0,131.0,1,1,0,13.0,0,28.0,1,14.27214655690497,0,1,3,0,0.0,14.0,0,0,1,0,416.9804350348562,21.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11487,Wallonia,160000,2.0,90.0,1,1,0,20.0,0,16.0,0,9.805291527644636,0,1,3,0,0.0,12.0,0,0,1,0,286.4751080392142,8.02544482149921,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11488,Wallonia,240000,3.0,146.0,1,2,0,19.80965060708145,0,42.76278540092295,0,15.90636181151241,0,1,3,1,52.0,16.035286642928817,0,0,1,1,7200.0,13.019054932654274,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11490,Wallonia,149900,3.0,125.0,1,1,0,14.0,0,15.0,1,16.0,0,1,2,0,0.0,10.0,0,0,1,0,397.8820944989087,11.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11491,Wallonia,300000,3.0,210.0,1,2,0,28.49333306498017,0,40.0,0,22.87901356450415,0,1,3,0,0.0,23.06445339051405,0,0,1,0,668.4419187581666,18.72603791683149,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11492,Wallonia,249900,3.0,140.0,1,1,0,18.0,0,36.0,1,12.0,0,1,4,1,40.0,13.0,0,0,1,1,250.0,25.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11493,Wallonia,126000,2.0,103.0,1,1,0,20.0,0,19.0,1,11.221611414971084,0,1,2,0,0.0,17.0,0,0,1,1,73.0,9.184675740160207,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11494,Wallonia,189000,3.0,116.0,1,1,0,15.739174454941429,0,27.0,0,12.637931302297533,0,1,3,1,65.0,12.740364729998236,0,0,1,0,369.2345836949872,10.343906658821204,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11495,Wallonia,95000,3.0,124.0,1,1,0,16.824634762178768,0,36.31907801174278,1,13.509512771421498,0,1,4,0,0.0,13.619010573446392,0,0,1,0,394.69903774291737,11.057279531843356,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11496,Wallonia,105000,3.0,131.0,1,1,0,17.77441253101144,0,38.369348544663744,0,14.27214655690497,0,1,3,0,0.0,14.387825686463527,0,0,1,0,416.9804350348562,11.68148079573774,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11497,Wallonia,124000,2.0,105.0,1,1,0,17.0,0,10.0,1,8.0,0,1,2,0,0.0,11.0,0,0,1,1,366.0,20.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11499,Wallonia,299999,4.0,172.0,1,2,0,13.0,0,22.0,1,10.0,0,1,4,1,25.0,28.0,0,0,1,1,1043.0,9.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11501,Wallonia,160000,2.0,85.0,1,1,0,12.0,0,43.0,0,9.260553109442156,1,1,3,0,0.0,14.0,1,0,1,0,270.5598242592579,7.579586775860365,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11502,Wallonia,149000,3.0,107.0,1,1,0,17.0,0,31.0,1,12.0,1,1,2,1,3.0,12.0,0,1,1,0,340.5870728910658,15.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11503,Wallonia,115000,2.0,120.0,1,1,0,8.0,0,35.147494850073656,0,13.073722036859516,0,1,4,0,0.0,10.0,0,0,1,0,381.96681071895233,10.70059309533228,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11504,Wallonia,120000,2.0,110.0,1,2,0,10.0,0,36.0,1,13.0,0,1,2,0,0.0,10.0,0,0,1,0,350.1362431590396,9.80887700405459,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11505,Wallonia,149999,3.0,110.0,1,1,0,9.0,0,28.0,1,7.0,0,1,4,0,0.0,14.0,0,0,1,0,350.1362431590396,9.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11506,Wallonia,140000,2.0,119.0,1,1,0,16.14622207015543,0,21.0,0,12.96477435321902,0,1,3,1,15.0,13.069856921291295,0,0,1,1,800.0,10.611421486204511,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11508,Wallonia,175000,3.0,163.0,1,1,0,14.0,0,19.0,1,17.0,0,1,3,0,0.0,16.0,0,0,1,0,518.8382512265769,16.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11512,Wallonia,168000,2.0,117.0,1,1,0,23.0,0,34.26880747882181,1,12.746878985938029,0,1,3,0,0.0,14.0,0,0,1,0,372.4176404509785,10.433078267948972,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11513,Wallonia,199000,3.0,175.0,1,1,0,15.0,0,40.0,1,22.0,0,1,2,1,50.0,12.0,0,0,1,1,150.0,17.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11514,Wallonia,250000,3.0,165.0,1,1,0,16.0,0,48.32780541885128,0,17.97636780068183,0,1,3,1,65.0,13.0,0,0,1,1,400.0,14.713315506081884,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11515,Wallonia,199000,2.0,89.0,1,1,0,12.075745918015404,0,26.06772534713796,0,9.69634384400414,1,1,2,1,85.0,9.774935008360718,0,0,1,0,283.292051283223,7.936273212371441,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11516,Wallonia,165000,2.0,66.0,1,1,0,8.955047534708054,0,19.33112216754051,0,7.190547120272733,1,1,2,0,0.0,7.248828208447273,0,0,1,0,210.08174589542375,5.885326202432754,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11517,Wallonia,179900,2.0,91.0,1,1,0,12.34711099482474,0,26.65351692797252,0,9.914239211285132,1,1,2,0,0.0,9.994596469222756,0,0,1,0,289.6581647952055,8.11461643062698,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11518,Wallonia,192500,2.0,107.0,1,1,0,14.51803160929942,0,31.33984957464901,0,11.657402149533066,0,1,2,0,0.0,11.751888156119064,0,0,1,0,340.5870728910658,9.541362176671283,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11519,Wallonia,200000,3.0,130.0,1,1,0,7.0,0,37.0,1,14.0,0,1,4,0,0.0,13.0,0,0,1,1,210.0,13.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11520,Wallonia,160000,4.0,125.0,1,1,0,16.0,0,14.0,0,13.618460455061994,0,1,2,1,40.0,13.0,0,0,1,1,950.0,14.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11521,Wallonia,240000,3.0,186.0,1,1,0,19.0,0,54.47861701761417,0,11.0,0,1,4,0,0.0,16.0,0,0,1,0,592.048556614376,13.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11522,Wallonia,119999,3.0,166.0,1,1,0,22.523301375174803,0,48.62070120926856,0,18.08531548432233,0,1,2,1,14.0,18.231901251549203,0,0,1,1,70.0,14.802487115209654,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11523,Wallonia,219900,3.0,200.0,2,1,0,10.0,0,18.0,1,9.0,0,1,3,1,21.0,22.0,0,0,1,1,430.0,11.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11524,Wallonia,119000,3.0,172.0,1,1,0,8.0,0,54.0,1,17.0,0,1,4,1,40.0,9.0,0,0,1,0,547.4857620304983,18.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11525,Wallonia,73000,2.0,110.0,1,1,0,14.925079224513423,0,35.0,0,11.984245200454554,0,1,3,0,0.0,12.081380347412122,0,0,1,0,350.1362431590396,9.80887700405459,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11526,Wallonia,90000,3.0,158.0,1,1,0,21.437841067937462,0,38.0,1,17.21373401519836,0,1,2,0,0.0,17.35325540810105,0,0,1,0,502.9229674466205,14.089114242187502,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11527,Wallonia,179000,4.0,209.0,1,1,0,16.0,0,19.0,1,17.0,0,1,2,0,0.0,17.0,0,0,1,0,665.2588620021753,18.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11529,Wallonia,99000,3.0,146.0,1,1,0,8.0,0,26.0,1,15.90636181151241,0,1,2,0,0.0,11.0,0,0,1,0,464.7262863747253,14.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11531,Wallonia,325000,4.0,195.0,2,1,0,14.0,0,32.0,1,10.0,0,1,4,0,0.0,15.0,0,0,1,0,620.6960674182975,26.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11532,Wallonia,259900,3.0,140.0,1,1,0,21.0,0,34.0,1,22.0,0,1,4,0,0.0,18.0,0,0,1,0,445.6279458387777,16.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11533,Wallonia,399000,2.0,255.0,1,1,0,11.0,0,55.0,1,14.0,0,1,4,0,0.0,20.0,0,0,1,0,811.6794727777736,22.738760327581097,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11534,Wallonia,189000,3.0,223.0,1,1,0,16.0,0,13.0,1,18.0,0,1,3,0,0.0,23.0,0,0,1,0,709.821656586053,10.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11535,Wallonia,129999,2.0,121.0,1,1,0,10.0,0,35.0,1,7.0,0,1,3,0,0.0,16.0,0,0,1,0,385.1498674749436,10.78976470446005,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11536,Wallonia,249000,3.0,247.0,1,2,0,50.0,0,22.0,1,20.0,0,1,3,0,0.0,20.0,0,0,1,0,786.2150187298435,20.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11537,Wallonia,175000,4.0,253.0,1,1,0,12.0,0,35.0,1,16.0,0,1,3,0,0.0,14.0,0,0,1,0,805.3133592657911,15.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11540,Wallonia,90000,2.0,103.0,1,1,0,13.975301455680752,0,30.16826641297989,0,11.221611414971084,0,1,2,0,0.0,11.312565234394986,0,0,1,0,327.8548458671007,9.184675740160207,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11542,Wallonia,159000,3.0,170.0,1,1,0,14.0,0,42.0,0,18.0,0,1,2,1,20.0,10.0,0,0,1,1,50.0,24.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11543,Wallonia,249000,3.0,120.0,1,2,0,11.0,0,33.0,1,12.0,0,1,4,1,24.0,8.0,0,0,1,1,3000.0,12.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11544,Wallonia,160000,4.0,195.0,1,2,0,26.45809498891016,0,60.0,0,21.244798309896712,0,1,2,1,2.0,21.41699243404876,0,0,1,0,620.6960674182975,17.388463779914957,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11545,Wallonia,159000,3.0,99.0,1,1,0,13.43257130206208,0,20.0,0,10.7858206804091,0,1,3,0,0.0,10.873242312670907,0,0,1,0,315.1226188431357,8.827989303649131,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11547,Wallonia,389000,4.0,234.0,2,2,0,11.0,0,50.0,1,12.0,0,2,4,0,0.0,16.0,0,0,1,0,744.835280901957,15.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11548,Wallonia,399000,4.0,246.0,1,2,0,33.377904447548204,0,72.052364442651,0,26.801130175562005,0,1,4,0,0.0,27.018359686030745,0,0,1,0,783.0319619738523,21.93621584543117,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11550,Wallonia,139999,2.0,128.0,1,1,0,10.0,0,25.0,0,9.0,0,1,2,1,37.0,14.0,0,0,1,1,115.0,11.413965968354432,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11551,Wallonia,130000,3.0,201.0,2,2,0,13.0,0,35.0,1,12.0,0,1,2,1,38.0,9.0,0,0,1,1,211.0,17.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11552,Wallonia,179000,3.0,136.0,1,1,0,18.45282522303478,0,55.0,0,14.816884975107447,0,1,3,0,0.0,14.936979338618624,0,0,1,0,432.8957188148126,12.127338841376584,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11553,Wallonia,95000,3.0,80.0,1,1,0,10.8546030723734,0,14.0,1,7.0,0,1,2,0,0.0,8.786458434481544,0,0,1,1,254.64454047930155,7.13372873022152,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11554,Wallonia,87500,4.0,120.0,1,1,0,15.0,0,25.0,1,25.0,0,1,2,1,10.0,12.0,0,0,1,0,381.96681071895233,12.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11555,Wallonia,99000,2.0,170.0,1,1,0,17.0,0,39.0,1,39.0,0,1,2,0,0.0,21.0,0,0,1,0,541.1196485185158,15.15917355172073,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11557,Wallonia,290000,3.0,187.0,1,1,0,25.37263468167282,0,54.771512808031446,1,20.37321684077274,0,1,4,0,0.0,20.538346590600607,0,0,1,0,595.2316133703673,16.675090906892805,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11560,Wallonia,295000,6.0,200.0,1,2,0,27.136507680933494,0,58.57915808345609,0,21.78953672809919,0,1,2,0,0.0,21.966146086203857,0,0,1,0,636.6113511982538,17.8343218255538,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11561,Wallonia,295000,6.0,200.0,1,2,0,27.136507680933494,0,58.57915808345609,0,21.78953672809919,0,1,2,0,0.0,21.966146086203857,0,0,1,0,636.6113511982538,17.8343218255538,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11562,Wallonia,170000,2.0,86.0,1,1,0,11.668698302801404,0,25.0,0,9.369500793082652,1,1,4,1,7.0,9.44544281706766,0,0,1,0,273.7428810152492,7.668758384988134,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11563,Wallonia,170000,2.0,84.0,1,1,0,11.39733322599207,0,25.0,0,9.15160542580166,1,1,4,1,7.0,9.22578135620562,0,0,1,0,267.3767675032666,7.490415166732596,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11564,Wallonia,85000,3.0,120.0,1,1,0,16.281904608560097,0,35.147494850073656,0,13.073722036859516,0,1,2,0,0.0,13.179687651722316,0,0,1,0,381.96681071895233,10.70059309533228,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11565,Wallonia,79000,2.0,130.0,1,1,0,17.638729992606773,0,30.0,0,14.163198873264474,0,1,2,0,0.0,14.277994956032508,0,0,1,0,413.797378278865,11.59230918660997,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11566,Wallonia,79900,2.0,150.0,1,1,0,20.35238076070012,0,43.93436856259207,0,16.34215254607439,0,1,2,0,0.0,16.474609564652894,0,0,1,0,477.4585133986904,13.37574136916535,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11567,Wallonia,79900,2.0,150.0,1,1,0,20.35238076070012,0,43.93436856259207,0,16.34215254607439,0,1,2,0,0.0,16.474609564652894,0,0,1,0,477.4585133986904,13.37574136916535,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11570,Wallonia,80000,2.0,90.0,1,1,0,11.0,0,28.0,1,13.0,1,1,4,0,0.0,8.0,1,0,1,0,286.4751080392142,8.02544482149921,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11572,Wallonia,300000,3.0,140.0,1,2,0,18.99555537665345,0,41.00541065841927,0,15.252675709669433,0,1,2,0,0.0,15.3763022603427,0,0,1,0,445.6279458387777,12.48402527788766,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11573,Wallonia,170000,2.0,80.0,1,1,0,10.8546030723734,0,30.0,0,8.715814691239675,0,1,2,0,0.0,8.786458434481544,0,0,1,0,254.64454047930155,7.13372873022152,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11574,Wallonia,150000,1.0,60.0,1,1,0,8.140952304280049,0,18.0,0,6.536861018429757,0,1,2,0,0.0,6.589843825861157,0,0,1,0,190.98340535947617,5.35029654766614,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11575,Wallonia,245000,3.0,170.0,1,2,0,23.066031528793477,0,49.79228437093768,0,18.521106218884317,0,1,3,0,0.0,18.67122417327328,0,0,1,0,541.1196485185158,15.15917355172073,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11576,Wallonia,195000,2.0,100.0,2,2,0,13.568253840466747,0,28.0,0,10.894768364049597,0,1,3,0,0.0,10.983073043101928,0,0,1,0,318.3056755991269,8.9171609127769,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11577,Wallonia,165000,2.0,115.0,1,2,0,15.60349191653676,0,33.683015897987254,0,12.528983618657035,0,1,2,0,0.0,12.630533999567218,0,0,1,0,366.051526938996,10.254735049693435,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11578,Wallonia,225000,2.0,105.0,2,2,0,14.246666532490083,0,30.75405799381445,0,11.439506782252074,0,1,3,0,0.0,11.532226695257023,0,0,1,0,334.2209593790833,9.363018958415743,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11579,Wallonia,270000,1.0,95.0,2,2,0,12.889841148443413,0,27.825100089641644,1,10.350029945847115,0,2,2,0,0.0,10.433919390946834,0,1,1,1,170.0,8.471302867138055,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11580,Wallonia,295000,2.0,180.0,1,2,0,24.422856912840142,0,30.0,0,19.610583055289272,0,1,2,0,0.0,19.769531477583477,0,0,1,0,572.9502160784284,16.05088964299842,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11581,Wallonia,209000,3.0,120.0,1,2,0,11.0,0,32.0,0,11.0,1,1,3,0,0.0,9.0,0,1,1,0,381.96681071895233,12.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11582,Wallonia,449000,3.0,272.0,2,2,0,20.0,0,57.0,1,20.0,0,2,4,0,0.0,40.0,0,0,1,0,865.7914376296252,48.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11583,Wallonia,249000,3.0,117.0,1,1,0,13.0,0,31.0,1,7.0,0,1,2,1,15.0,16.0,0,0,1,1,200.0,30.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11584,Wallonia,95000,2.0,87.0,1,1,0,11.804380841206072,0,25.481933766303403,1,9.478448476723148,0,1,2,1,7.0,9.55527354749868,0,0,1,0,276.9259377712404,7.757929994115903,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
