,Locality,Price,Number of bedrooms,Livable surface,Number of bathrooms,Number of toilets,Balcony,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Elevator,Number of showers,Number of facades,Terrace,Surface terrace,Surface bedroom 2,Security door,Access for disabled,Sewer Connection,Garden,Surface garden,Surface bedroom 3,Garage,Kitchen equipment_Fully equipped,Kitchen equipment_Not equipped,Kitchen equipment_Partially equipped,Kitchen equipment_Super equipped,State of the property_Excellent,State of the property_Fully renovated,State of the property_New,State of the property_Normal,State of the property_To be renovated,Type of property_flat,Type of property_house,Subtype of property_apartment,Subtype of property_bungalow,Subtype of property_chalet,Subtype of property_cottage,Subtype of property_duplex,Subtype of property_ground-floor,Subtype of property_loft,Subtype of property_master-house,Subtype of property_mixed-building,Subtype of property_penthouse,Subtype of property_residence,Subtype of property_studio,Subtype of property_triplex,Subtype of property_villa
2904,Wallonia,365000,2.0,97.0,2,2,0,13.161206225252746,0,32.0,0,10.567925313128107,1,1,3,1,18.0,10.65358085180887,0,0,1,0,308.7565053311531,8.649646085393593,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,Wallonia,350000,2.0,98.0,2,2,0,13.296888763657414,0,32.0,0,10.676872996768603,1,1,3,1,18.0,10.76341158223989,0,0,1,0,311.9395620871444,8.738817694521362,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,Wallonia,442000,3.0,108.0,2,2,0,14.653714147704088,0,36.0,0,11.766349833173562,1,1,2,1,17.0,11.861718886550085,0,0,1,0,343.7701296470571,9.630533785799052,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,Wallonia,350000,2.0,98.0,2,2,0,13.296888763657414,0,32.0,0,10.676872996768603,1,1,3,1,18.0,10.76341158223989,0,0,1,0,311.9395620871444,8.738817694521362,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,Wallonia,299000,1.0,81.0,1,1,0,10.990285610778066,0,34.0,0,8.824762374880173,1,1,3,1,26.0,8.896289164912563,0,0,1,0,257.8275972352928,7.222900339349289,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,Wallonia,375000,2.0,95.0,1,2,0,12.889841148443413,0,37.0,0,10.350029945847115,1,1,2,1,21.0,10.433919390946834,0,0,1,0,302.3903918191706,8.471302867138055,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,Wallonia,365000,2.0,93.0,1,2,0,12.618476071634076,0,32.0,0,10.132134578566124,1,1,3,1,21.0,10.214257930084797,0,0,1,0,296.024278307188,8.292959648882517,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,Wallonia,285000,2.0,90.0,1,1,0,13.0,0,27.0,1,9.805291527644636,0,1,2,1,9.0,10.0,0,0,1,0,286.4751080392142,8.02544482149921,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,Wallonia,190000,1.0,70.0,1,1,0,9.497777688326725,0,20.502705329209636,0,7.626337854834716,0,1,2,0,0.0,7.6881511301713505,0,0,1,0,222.81397291938885,6.24201263894383,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,Wallonia,300000,2.0,95.0,1,2,0,12.889841148443413,0,39.0,0,10.350029945847115,1,1,2,0,0.0,10.433919390946834,0,0,1,0,302.3903918191706,8.471302867138055,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,Wallonia,410000,3.0,199.0,2,2,0,27.00082514252883,0,49.0,0,21.680589044458696,0,2,3,0,0.0,21.85631535577284,0,0,1,1,220.0,17.745150216426033,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2915,Wallonia,375000,3.0,199.0,2,2,0,27.00082514252883,0,49.0,0,21.680589044458696,0,2,2,0,0.0,21.85631535577284,0,0,1,1,215.0,17.745150216426033,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2916,Wallonia,350000,3.0,142.0,1,1,0,19.266920453462784,0,61.0,0,15.470571076950424,0,1,4,1,20.0,15.59596372120474,0,0,1,1,90.0,12.662368496143198,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2917,Wallonia,650000,4.0,200.0,2,2,0,27.136507680933494,0,18.0,0,21.78953672809919,0,1,4,1,40.0,21.966146086203857,0,0,1,0,636.6113511982538,17.8343218255538,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2919,Wallonia,449000,4.0,161.0,1,1,0,21.844888683151463,0,54.0,1,17.540577066119848,0,1,4,1,30.0,17.682747599394105,0,0,1,1,1360.0,14.35662906957081,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2920,Wallonia,370000,3.0,130.0,1,1,0,17.638729992606773,0,25.0,0,14.163198873264474,0,1,2,0,0.0,14.277994956032508,0,0,1,0,413.797378278865,11.59230918660997,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2923,Wallonia,158000,1.0,20.0,1,1,0,2.7136507680933497,0,5.857915808345609,0,2.178953672809919,0,1,2,0,0.0,2.196614608620386,0,0,1,0,63.66113511982539,1.78343218255538,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2925,Wallonia,695000,3.0,185.0,2,2,0,25.10126960486349,0,84.0,0,20.15532147349175,1,1,4,1,45.0,20.31868512973857,0,0,1,0,588.8654998583849,16.496747688637264,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2926,Wallonia,695000,3.0,183.0,2,2,0,24.82990452805415,0,90.0,0,19.93742610621076,1,1,4,1,45.0,20.09902366887653,0,0,1,0,582.4993863464023,16.31840447038173,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2927,Wallonia,690000,3.0,183.0,2,2,0,24.82990452805415,0,88.0,0,19.93742610621076,1,1,4,1,45.0,20.09902366887653,0,0,1,0,582.4993863464023,16.31840447038173,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2930,Wallonia,695000,3.0,213.0,1,2,0,28.90038068019417,0,84.0,0,23.20585661542564,1,1,3,1,44.0,23.39394558180711,0,0,1,0,677.9910890261403,18.9935527442148,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2931,Wallonia,490000,1.0,120.0,1,2,0,12.0,0,52.0,1,15.0,1,1,2,1,35.0,13.179687651722316,0,1,1,0,381.96681071895233,10.70059309533228,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2935,Wallonia,335000,2.0,103.0,1,2,0,13.975301455680752,0,32.0,0,11.221611414971084,0,1,2,1,12.0,11.312565234394986,0,0,1,1,60.0,9.184675740160207,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2936,Wallonia,365000,4.0,110.0,1,1,0,14.925079224513423,0,32.21853694590085,0,11.984245200454554,0,1,2,0,0.0,12.081380347412122,0,0,1,0,350.1362431590396,9.80887700405459,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2937,Wallonia,450000,3.0,150.0,1,1,0,14.0,0,36.0,1,16.34215254607439,0,1,4,1,40.0,12.0,0,0,1,1,477.4585133986904,13.37574136916535,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2938,Wallonia,365000,2.0,100.0,2,2,0,13.568253840466747,0,37.0,0,10.894768364049597,1,1,2,1,29.0,10.983073043101928,0,0,1,1,166.0,8.9171609127769,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2940,Wallonia,285000,1.0,76.0,1,2,0,10.311872918754728,0,30.0,0,8.280023956677692,1,1,3,1,29.0,8.347135512757466,0,0,1,0,241.9123134553365,6.777042293710444,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2941,Wallonia,370000,2.0,98.0,1,2,0,13.296888763657414,0,38.0,0,10.676872996768603,1,1,2,1,36.0,10.76341158223989,0,0,1,1,122.0,8.738817694521362,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2942,Wallonia,375000,3.0,199.0,2,2,0,27.00082514252883,0,49.0,0,21.680589044458696,0,2,2,0,0.0,21.85631535577284,0,0,1,1,215.0,17.745150216426033,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2943,Wallonia,410000,3.0,199.0,2,2,0,27.00082514252883,0,49.0,0,21.680589044458696,0,2,3,0,0.0,21.85631535577284,0,0,1,1,220.0,17.745150216426033,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2944,Wallonia,540000,5.0,150.0,1,2,0,20.35238076070012,0,30.0,0,16.34215254607439,0,1,3,1,48.0,16.474609564652894,0,0,1,0,477.4585133986904,13.37574136916535,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2946,Wallonia,280000,1.0,55.0,1,1,0,7.462539612256712,0,16.109268472950426,0,5.992122600227277,0,1,2,1,3.0,6.040690173706061,0,0,1,0,175.0681215795198,4.904438502027295,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,Wallonia,225000,2.0,71.0,1,1,0,9.633460226731392,0,25.0,0,7.735285538475212,0,1,2,0,0.0,7.79798186060237,0,0,1,0,225.9970296753801,6.331184248071599,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,Wallonia,145000,1.0,40.0,1,1,0,5.427301536186699,0,11.71583161669122,0,4.357907345619838,0,1,2,0,0.0,4.393229217240772,0,0,1,0,127.32227023965078,3.56686436511076,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,Wallonia,365000,2.0,93.0,1,2,0,12.618476071634076,0,32.0,0,10.132134578566124,1,1,3,1,21.0,10.214257930084797,0,0,1,0,296.024278307188,8.292959648882517,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,Wallonia,375000,2.0,95.0,1,2,0,12.889841148443413,0,37.0,0,10.350029945847115,1,1,2,1,21.0,10.433919390946834,0,0,1,0,302.3903918191706,8.471302867138055,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,Wallonia,299000,1.0,65.0,1,1,0,8.819364996303387,0,19.03822637712323,0,7.081599436632237,1,1,2,1,9.0,7.138997478016254,0,0,1,0,206.8986891394325,5.796154593304985,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,Wallonia,365000,3.0,311.0,1,2,0,16.0,0,48.0,1,13.0,0,1,4,1,25.0,34.157357164047,0,0,1,1,1963.0,27.73237043873616,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2955,Wallonia,199000,3.0,125.0,1,1,0,16.960317300583437,0,30.0,0,13.618460455061994,0,1,3,0,0.0,13.728841303877411,0,0,1,0,397.8820944989087,11.146451140971124,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2956,Wallonia,398000,3.0,243.0,2,2,0,13.0,0,55.0,0,26.474287124640515,0,2,2,1,7.0,13.0,0,0,1,0,773.4827917058784,25.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2957,Wallonia,215000,4.0,150.0,1,2,0,19.0,0,35.0,1,15.0,0,1,3,1,20.0,12.0,0,0,1,0,477.4585133986904,10.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2958,Wallonia,149000,4.0,185.0,1,1,0,14.0,0,25.0,1,20.15532147349175,0,1,2,0,0.0,13.0,0,0,1,0,588.8654998583849,11.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2959,Wallonia,149000,2.0,83.0,1,1,0,13.0,0,24.0,0,5.0,0,1,3,0,0.0,11.0,0,0,1,1,70.0,7.401243557604827,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2961,Wallonia,215000,2.0,160.0,1,1,0,27.0,0,46.86332646676488,0,13.0,0,1,2,1,36.0,32.0,0,0,1,0,509.2890809586031,14.26745746044304,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2962,Wallonia,239000,3.0,150.0,1,2,0,20.35238076070012,0,32.0,0,16.34215254607439,0,1,3,0,0.0,16.474609564652894,0,0,1,0,477.4585133986904,13.37574136916535,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2963,Wallonia,255000,3.0,170.0,1,1,0,23.066031528793477,0,34.0,0,18.521106218884317,0,1,3,0,0.0,18.67122417327328,0,0,1,0,541.1196485185158,15.15917355172073,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2964,Wallonia,295000,3.0,150.0,1,1,0,20.35238076070012,0,43.93436856259207,0,16.34215254607439,0,1,3,0,0.0,16.474609564652894,0,0,1,0,477.4585133986904,13.37574136916535,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2966,Wallonia,180000,4.0,140.0,1,1,0,18.99555537665345,0,50.0,0,15.252675709669433,0,1,3,0,0.0,15.3763022603427,0,0,1,0,445.6279458387777,12.48402527788766,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2967,Wallonia,280000,2.0,135.0,1,1,0,18.31714268463011,0,34.0,0,14.707937291466951,0,1,4,0,0.0,14.827148608187604,0,0,1,0,429.71266205882137,12.038167232248815,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2969,Wallonia,445000,3.0,280.0,1,2,0,37.9911107533069,0,48.0,0,30.505351419338865,0,1,4,0,0.0,30.7526045206854,0,0,1,0,891.2558916775554,24.96805055577532,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2970,Wallonia,595000,4.0,277.0,1,2,0,37.584063138092894,0,79.0,0,30.17850836841738,0,1,4,0,0.0,30.423112329392342,0,0,1,0,881.7067214095816,24.70053572839201,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2972,Wallonia,285000,2.0,140.0,1,1,0,18.99555537665345,0,52.0,0,15.252675709669433,0,1,3,0,0.0,15.3763022603427,0,0,1,0,445.6279458387777,12.48402527788766,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2973,Wallonia,100000,2.0,146.0,1,1,0,19.80965060708145,0,33.0,0,15.90636181151241,0,1,4,0,0.0,16.035286642928817,0,0,1,0,464.7262863747253,13.019054932654274,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2974,Wallonia,405000,4.0,210.0,1,2,0,28.49333306498017,0,52.0,0,22.87901356450415,0,1,4,0,0.0,23.06445339051405,0,0,1,1,560.0,18.72603791683149,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2975,Wallonia,680000,3.0,220.0,2,2,0,15.0,0,64.4370738918017,0,23.968490400909108,0,2,3,0,0.0,12.0,0,0,1,0,700.2724863180792,10.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2977,Wallonia,495000,3.0,150.0,1,2,0,13.0,0,41.0,0,16.34215254607439,0,1,2,1,31.0,14.0,0,0,1,0,477.4585133986904,17.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,Wallonia,299000,2.0,80.0,1,1,0,10.8546030723734,0,25.0,0,8.715814691239675,1,1,4,1,7.0,8.786458434481544,0,0,1,0,254.64454047930155,7.13372873022152,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,Wallonia,455000,3.0,124.0,2,2,0,14.0,0,50.0,0,13.509512771421498,1,1,2,1,15.0,15.0,0,1,1,0,394.69903774291737,12.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2984,Wallonia,460000,3.0,156.0,1,1,0,21.166475991128127,0,45.69174330509576,1,16.995838647917367,0,1,2,0,0.0,17.13359394723901,0,0,1,0,496.556853934638,13.910771023931964,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2985,Wallonia,815000,6.0,236.0,2,2,0,13.0,0,45.0,1,11.0,0,2,4,0,0.0,15.0,0,0,1,1,707.0,15.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2986,Wallonia,280000,3.0,120.0,1,1,0,16.281904608560097,0,35.147494850073656,0,13.073722036859516,0,1,2,0,0.0,13.179687651722316,0,0,1,0,381.96681071895233,10.70059309533228,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2987,Wallonia,460000,4.0,160.0,2,1,1,21.7092061447468,0,49.0,1,17.43162938247935,1,1,3,1,9.0,17.572916868963087,1,0,1,0,509.2890809586031,14.26745746044304,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,Wallonia,895000,3.0,200.0,1,1,0,27.136507680933494,0,32.0,1,30.0,0,1,4,0,0.0,21.966146086203857,0,0,0,0,636.6113511982538,17.8343218255538,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2989,Wallonia,299000,2.0,80.0,1,1,0,10.8546030723734,0,30.0,1,8.0,1,1,2,1,16.0,8.786458434481544,0,0,1,0,254.64454047930155,7.13372873022152,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,Wallonia,549000,4.0,239.0,1,1,0,32.42812667871553,0,31.0,0,23.0,0,1,2,1,36.0,26.24954457301361,0,0,1,0,760.7505646819134,21.312014581536797,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2991,Wallonia,495000,4.0,225.0,2,1,0,30.528571141050183,0,49.0,1,24.51322881911159,0,1,4,0,0.0,24.71191434697934,0,0,1,0,716.1877700980356,20.063612053748024,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2993,Wallonia,425000,3.0,140.0,1,1,0,18.99555537665345,0,41.00541065841927,0,15.252675709669433,0,1,4,0,0.0,15.3763022603427,0,1,1,0,445.6279458387777,12.48402527788766,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2994,Wallonia,445000,2.0,107.0,1,2,0,16.0,0,44.0,1,11.657402149533066,1,1,4,1,84.0,12.0,1,1,1,0,340.5870728910658,9.541362176671283,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2995,Wallonia,510000,2.0,130.0,2,2,0,17.638729992606773,0,43.0,0,14.163198873264474,1,1,3,1,20.0,14.277994956032508,0,0,1,0,413.797378278865,11.59230918660997,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2996,Wallonia,445000,2.0,107.0,2,2,0,14.0,0,38.0,0,11.657402149533066,1,1,2,1,85.0,12.0,0,1,1,0,340.5870728910658,9.541362176671283,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2998,Wallonia,370000,1.0,95.0,1,2,0,19.0,0,48.0,0,10.350029945847115,0,1,2,1,15.0,10.433919390946834,0,1,1,1,15.0,8.471302867138055,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2999,Wallonia,440000,3.0,140.0,2,2,0,16.0,0,41.00541065841927,0,15.252675709669433,0,1,3,0,0.0,14.0,0,0,1,1,50.0,10.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000,Wallonia,365000,2.0,93.0,1,2,0,14.0,0,39.0,0,10.132134578566124,0,1,3,0,0.0,7.0,0,0,1,0,296.024278307188,8.292959648882517,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3003,Wallonia,775000,4.0,200.0,2,2,0,17.0,0,27.0,1,21.0,0,1,4,1,37.0,17.0,0,1,1,0,636.6113511982538,16.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006,Wallonia,375000,2.0,100.0,2,1,0,22.0,0,40.0,1,10.894768364049597,0,1,4,1,15.0,14.0,0,0,1,0,318.3056755991269,8.9171609127769,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3007,Wallonia,665000,3.0,160.0,2,2,0,23.0,0,61.0,1,14.0,0,1,4,1,45.0,12.0,0,0,1,1,250.0,10.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3008,Wallonia,425000,4.0,250.0,1,1,0,33.920634601166874,0,30.0,0,27.236920910123988,0,1,3,0,0.0,27.457682607754823,0,0,1,1,300.0,22.29290228194225,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3014,Wallonia,895000,5.0,350.0,1,1,0,47.48888844163362,0,29.0,0,13.0,0,1,4,1,35.0,38.44075565085675,0,0,1,1,1114.0698645969442,31.21006319471915,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3017,Wallonia,595000,4.0,169.0,2,2,0,12.0,0,30.0,1,10.0,0,1,4,1,22.0,12.0,0,0,1,1,537.9365917625245,16.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3019,Wallonia,585000,4.0,166.0,2,2,0,10.0,0,48.62070120926856,0,18.08531548432233,0,1,4,1,23.0,10.0,0,0,1,0,528.3874214945507,14.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3024,Wallonia,485000,3.0,145.0,1,1,0,13.0,0,34.0,0,9.0,0,1,4,1,25.0,13.0,0,1,1,1,300.0,12.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3028,Wallonia,348000,2.0,150.0,1,2,0,16.0,0,22.0,1,16.34215254607439,0,1,4,1,10.0,18.0,0,0,1,0,477.4585133986904,13.37574136916535,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3033,Wallonia,389000,2.0,130.0,1,1,0,19.0,0,38.07645275424646,1,14.163198873264474,1,2,4,1,25.0,12.0,0,1,1,1,112.0,11.59230918660997,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3035,Wallonia,575000,5.0,244.0,2,2,0,8.0,0,40.0,0,11.0,0,1,3,1,50.0,15.0,0,0,1,0,776.6658484618697,16.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3036,Wallonia,495000,3.0,150.0,1,2,0,13.0,0,41.0,0,16.34215254607439,0,1,2,1,31.0,14.0,0,0,1,0,477.4585133986904,17.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3037,Wallonia,445000,4.0,190.0,1,1,0,18.0,0,21.0,0,15.0,0,1,3,1,25.0,20.0,0,0,1,1,50.0,25.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3038,Wallonia,425000,4.0,250.0,1,1,0,33.920634601166874,0,30.0,0,27.236920910123988,0,1,3,0,0.0,27.457682607754823,0,0,1,1,300.0,22.29290228194225,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3039,Wallonia,380000,3.0,160.0,1,2,0,15.0,0,18.0,1,17.43162938247935,0,1,2,1,22.0,15.0,0,0,1,0,509.2890809586031,15.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3042,Wallonia,195000,2.0,140.0,1,1,0,18.99555537665345,0,41.00541065841927,0,15.252675709669433,0,2,2,0,0.0,15.3763022603427,0,0,1,0,445.6279458387777,12.48402527788766,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3044,Wallonia,340000,3.0,130.0,1,2,0,17.638729992606773,0,31.0,0,14.163198873264474,0,1,2,1,6.0,14.277994956032508,0,0,1,0,413.797378278865,11.59230918660997,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3045,Wallonia,350000,2.0,127.0,1,1,0,17.231682377392772,0,30.0,1,16.0,0,1,2,0,0.0,13.94850276473945,0,0,1,0,404.2482080108912,11.324794359226663,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3046,Wallonia,355000,2.0,135.0,1,2,0,14.0,0,37.0,1,9.0,0,1,3,0,0.0,16.0,0,0,1,0,429.71266205882137,12.038167232248815,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3047,Wallonia,525000,3.0,150.0,2,2,0,25.0,0,38.0,1,21.0,0,1,3,1,25.0,14.0,0,1,1,1,380.0,12.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3048,Wallonia,549000,4.0,239.0,1,1,0,32.42812667871553,0,31.0,0,23.0,0,1,2,1,36.0,26.24954457301361,0,0,1,0,760.7505646819134,21.312014581536797,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3049,Wallonia,479000,4.0,175.0,1,2,0,23.74444422081681,0,28.0,0,19.06584463708679,0,1,2,1,28.0,19.220377825428372,0,0,1,0,557.0349322984721,15.605031597359575,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
